,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-12-07,12.0,12.0,48.0,42.0,34.0,37.0,21.0,32.0,24.0,21.0,59.0,37.0,12.0,22.0,72.0,41.0,38.0,24.0,54.0,61.0,41.255868544600936
2020-12-08,66.0,78.0,22.0,88.0,53.0,78.0,60.0,59.0,15.0,19.0,54.0,87.0,22.0,30.0,33.0,12.0,35.0,44.0,50.0,55.0,56.33802816901408
2020-12-09,45.0,46.0,22.0,39.0,22.0,22.0,20.0,20.0,22.0,19.0,11.0,34.0,11.0,40.0,22.0,13.0,44.0,22.0,30.0,45.0,32.21830985915493
2020-12-10,22.0,34.0,11.0,0.0,11.0,33.0,0.0,30.0,23.0,29.0,22.0,34.0,11.0,40.0,22.0,38.0,17.0,0.0,10.0,33.0,24.64788732394366
2020-12-11,23.0,11.0,11.0,13.0,0.0,23.0,10.0,30.0,31.0,20.0,11.0,0.0,23.0,31.0,11.0,13.0,9.0,23.0,21.0,23.0,19.77699530516432
2020-12-12,12.0,12.0,0.0,14.0,46.0,12.0,11.0,0.0,0.0,0.0,12.0,12.0,12.0,11.0,24.0,27.0,9.0,48.0,11.0,24.0,17.429577464788732
2020-12-13,25.0,25.0,25.0,42.0,0.0,12.0,0.0,11.0,24.0,42.0,12.0,0.0,25.0,22.0,12.0,14.0,39.0,12.0,33.0,25.0,23.474178403755868
2020-12-14,57.0,23.0,11.0,26.0,22.0,45.0,60.0,10.0,45.0,20.0,22.0,23.0,34.0,20.0,34.0,13.0,0.0,34.0,10.0,34.0,31.866197183098592
2020-12-15,58.0,23.0,57.0,66.0,33.0,81.0,51.0,71.0,23.0,20.0,100.0,58.0,68.0,61.0,80.0,52.0,18.0,57.0,51.0,69.0,64.37793427230046
2020-12-16,35.0,36.0,23.0,13.0,44.0,23.0,31.0,41.0,24.0,30.0,34.0,35.0,46.0,31.0,12.0,53.0,27.0,12.0,31.0,58.0,37.5
2020-12-17,49.0,48.0,24.0,56.0,69.0,12.0,21.0,32.0,0.0,11.0,0.0,36.0,47.0,44.0,0.0,41.0,66.0,59.0,33.0,37.0,40.19953051643192
2020-12-18,25.0,25.0,13.0,72.0,48.0,25.0,34.0,22.0,17.0,0.0,37.0,50.0,0.0,22.0,50.0,14.0,39.0,38.0,23.0,25.0,33.978873239436616
2020-12-19,39.0,52.0,38.0,0.0,25.0,39.0,11.0,34.0,26.0,11.0,38.0,26.0,51.0,0.0,51.0,44.0,21.0,26.0,11.0,39.0,34.154929577464785
2020-12-20,100.0,37.0,62.0,29.0,60.0,99.0,67.0,100.0,100.0,76.0,73.0,100.0,100.0,67.0,50.0,100.0,69.0,100.0,78.0,62.0,89.7300469483568
2020-12-21,87.0,50.0,100.0,87.0,97.0,100.0,100.0,89.0,49.0,75.0,86.0,100.0,62.0,89.0,100.0,70.0,100.0,88.0,100.0,75.0,100.0
2020-12-22,51.0,75.0,24.0,58.0,97.0,37.0,45.0,45.0,25.0,77.0,25.0,25.0,62.0,45.0,37.0,70.0,30.0,50.0,57.0,51.0,57.863849765258216
2020-12-23,38.0,51.0,25.0,14.0,36.0,13.0,22.0,33.0,0.0,11.0,37.0,38.0,74.0,45.0,38.0,56.0,20.0,63.0,34.0,64.0,41.78403755868545
