,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-11-09,63.0,48.0,46.31578947368421,56.0,29.0,23.0,59.5959595959596,22.0,27.0,36.0,24.0,29.0,72.0,23.0,40.0,22.0,25.0,13.0,70.0,60.0,48.550777336842465
2020-11-10,25.0,81.0,77.89473684210526,70.0,72.0,46.0,15.151515151515152,33.0,41.0,48.0,24.0,59.0,24.0,23.0,27.0,22.0,13.0,40.0,0.0,24.0,47.14181540862516
2020-11-11,73.0,94.0,90.52631578947368,80.0,28.0,57.0,29.292929292929294,21.0,65.0,47.0,35.0,98.0,47.0,43.0,40.0,42.0,24.0,77.0,69.0,69.0,69.55734812464908
2020-11-12,51.0,33.0,31.57894736842105,28.0,29.0,24.0,45.45454545454545,22.0,14.0,24.0,49.0,59.0,49.0,34.0,56.0,11.0,25.0,27.0,43.0,37.0,42.64280112507298
2020-11-13,13.0,49.0,47.36842105263158,14.0,43.0,12.0,0.0,0.0,0.0,24.0,12.0,15.0,12.0,11.0,0.0,11.0,12.0,13.0,14.0,24.0,20.11067934830679
2020-11-14,38.0,66.0,0.0,71.0,74.0,36.0,76.76767676767676,33.0,42.0,62.0,62.0,59.0,25.0,34.0,41.0,22.0,51.0,41.0,29.0,37.0,55.44329067464413
2020-11-15,0.0,16.0,15.789473684210526,29.0,29.0,12.0,30.303030303030305,22.0,0.0,24.0,25.0,15.0,49.0,11.0,28.0,11.0,13.0,27.0,29.0,49.0,26.810209781687888
2020-11-16,50.0,16.0,62.10526315789474,14.0,72.0,12.0,15.151515151515152,22.0,14.0,83.0,48.0,71.0,36.0,56.0,54.0,75.0,25.0,79.0,56.0,83.0,58.12307008905844
2020-11-17,37.0,95.0,62.10526315789474,41.0,44.0,47.0,29.292929292929294,85.0,67.0,36.0,61.0,72.0,60.0,77.0,81.0,74.0,61.0,65.0,42.0,59.0,73.65991373916418
2020-11-18,13.0,32.0,15.789473684210526,28.0,44.0,12.0,15.151515151515152,0.0,27.0,36.0,48.0,29.0,12.0,22.0,0.0,11.0,13.0,13.0,14.0,36.0,25.93819960807206
2020-11-19,63.0,33.0,63.1578947368421,14.0,74.0,60.0,46.464646464646464,44.0,55.0,73.0,37.0,29.0,49.0,34.0,69.0,54.0,89.0,27.0,86.0,36.0,63.81460799671886
2020-11-20,39.0,50.0,48.421052631578945,29.0,15.0,12.0,31.31313131313131,34.0,28.0,0.0,50.0,45.0,25.0,23.0,72.0,23.0,39.0,55.0,59.0,0.0,41.761683966661884
2020-11-21,13.0,33.0,31.57894736842105,28.0,29.0,12.0,15.151515151515152,11.0,28.0,25.0,12.0,44.0,37.0,11.0,28.0,33.0,64.0,27.0,29.0,24.0,32.94985720378877
2020-11-22,38.0,81.0,30.526315789473685,42.0,72.0,24.0,46.464646464646464,33.0,14.0,37.0,0.0,44.0,25.0,23.0,41.0,55.0,38.0,68.0,58.0,25.0,48.98699535674811
2020-11-23,65.0,50.0,80.0,43.0,30.0,48.0,46.464646464646464,45.0,28.0,37.0,75.0,45.0,49.0,23.0,70.0,34.0,52.0,69.0,44.0,37.0,59.79960702377841
2020-11-24,64.0,49.0,47.36842105263158,14.0,0.0,24.0,45.45454545454545,11.0,28.0,74.0,74.0,30.0,37.0,23.0,28.0,11.0,38.0,41.0,59.0,37.0,45.279469776931286
2020-11-25,25.0,16.0,15.789473684210526,70.0,29.0,47.0,30.303030303030305,22.0,14.0,60.0,72.0,29.0,36.0,11.0,41.0,75.0,62.0,79.0,56.0,36.0,50.9034587542038
2020-11-26,53.0,34.0,16.842105263157894,74.0,63.0,25.0,32.323232323232325,35.0,29.0,39.0,13.0,77.0,26.0,36.0,15.0,12.0,26.0,70.0,15.0,38.0,44.93084915753839
2020-11-27,41.0,53.0,0.0,60.0,31.0,64.0,32.323232323232325,23.0,15.0,39.0,26.0,63.0,0.0,24.0,0.0,23.0,27.0,43.0,31.0,13.0,37.48461148882167
2020-11-28,41.0,35.0,67.36842105263158,74.0,16.0,63.0,80.8080808080808,47.0,0.0,26.0,79.0,62.0,52.0,36.0,45.0,70.0,54.0,100.0,31.0,26.0,61.93853636995586
2020-11-29,14.0,52.0,16.842105263157894,15.0,78.0,13.0,16.161616161616163,12.0,15.0,39.0,0.0,31.0,51.0,48.0,15.0,0.0,27.0,43.0,30.0,13.0,32.596977922441255
2020-11-30,26.0,0.0,32.63157894736842,0.0,15.0,0.0,31.31313131313131,11.0,14.0,38.0,25.0,0.0,0.0,24.0,14.0,45.0,26.0,14.0,30.0,37.0,23.596885542235775
2020-12-01,0.0,33.0,47.36842105263158,14.0,44.0,47.0,15.151515151515152,43.0,14.0,36.0,24.0,15.0,12.0,0.0,28.0,0.0,38.0,13.0,28.0,24.0,29.301330471512504
2020-12-02,64.0,16.0,78.94736842105263,56.0,58.0,59.0,45.45454545454545,76.0,82.0,36.0,24.0,72.0,85.0,56.0,41.0,43.0,50.0,67.0,57.0,61.0,69.47001279564122
2020-12-03,52.0,17.0,64.21052631578948,71.0,30.0,12.0,62.62626262626262,45.0,14.0,12.0,12.0,44.0,37.0,12.0,42.0,0.0,38.0,27.0,29.0,50.0,41.336669503590706
2020-12-04,51.0,65.0,15.789473684210526,14.0,73.0,24.0,45.45454545454545,22.0,27.0,49.0,12.0,44.0,37.0,45.0,14.0,11.0,38.0,13.0,29.0,36.0,40.992045474647526
2020-12-05,53.0,84.0,48.421052631578945,44.0,45.0,37.0,0.0,34.0,71.0,12.0,38.0,61.0,25.0,36.0,14.0,23.0,0.0,14.0,45.0,25.0,43.7142149549794
2020-12-06,39.0,51.0,100.0,30.0,31.0,12.0,79.79797979797979,57.0,43.0,52.0,13.0,46.0,38.0,24.0,44.0,46.0,27.0,14.0,76.0,38.0,53.04199499312389
2020-12-07,27.0,52.0,49.473684210526315,45.0,78.0,63.0,16.161616161616163,35.0,44.0,26.0,39.0,47.0,65.0,36.0,15.0,47.0,40.0,71.0,15.0,26.0,51.55310125591217
2020-12-08,58.0,93.0,71.57894736842105,96.0,83.0,40.0,86.86868686868686,38.0,95.0,14.0,55.0,100.0,28.0,65.0,79.0,63.0,71.0,30.0,98.0,69.0,82.16645995776719
2020-12-09,14.0,18.0,35.78947368421053,16.0,0.0,27.0,68.68686868686869,24.0,15.0,41.0,0.0,33.0,42.0,13.0,0.0,0.0,14.0,30.0,32.0,28.0,27.819774736437967
2020-12-10,15.0,38.0,54.73684210526316,65.0,34.0,0.0,35.35353535353536,25.0,0.0,0.0,28.0,17.0,43.0,27.0,48.0,13.0,29.0,47.0,0.0,14.0,32.8487958797118
2020-12-11,40.0,70.0,66.3157894736842,60.0,47.0,76.0,32.323232323232325,35.0,15.0,26.0,65.0,31.0,39.0,61.0,59.0,94.0,68.0,72.0,77.0,39.0,66.09554733961387
2020-12-12,41.0,35.0,16.842105263157894,30.0,16.0,39.0,16.161616161616163,35.0,15.0,26.0,39.0,47.0,53.0,61.0,30.0,23.0,40.0,14.0,62.0,40.0,41.83991231087447
2020-12-13,67.0,35.0,50.526315789473685,91.0,47.0,13.0,64.64646464646465,35.0,15.0,39.0,52.0,47.0,39.0,49.0,44.0,46.0,40.0,71.0,92.0,26.0,59.350285428627785
2020-12-14,68.0,35.0,66.3157894736842,73.0,30.0,63.0,79.79797979797979,23.0,29.0,51.0,38.0,46.0,64.0,48.0,73.0,34.0,40.0,85.0,15.0,0.0,59.223410061318184
2020-12-15,55.0,18.0,0.0,31.0,0.0,13.0,66.66666666666667,12.0,45.0,0.0,27.0,64.0,27.0,50.0,31.0,24.0,28.0,44.0,16.0,26.0,35.59556732256613
2020-12-16,41.0,53.0,50.526315789473685,15.0,78.0,25.0,32.323232323232325,24.0,44.0,39.0,0.0,47.0,13.0,12.0,29.0,35.0,14.0,43.0,31.0,0.0,38.56457540157545
2020-12-17,28.0,18.0,34.73684210526316,0.0,48.0,26.0,17.171717171717173,24.0,61.0,27.0,40.0,0.0,13.0,0.0,31.0,12.0,28.0,29.0,16.0,27.0,29.57175550563094
2020-12-18,0.0,19.0,35.78947368421053,32.0,0.0,54.0,0.0,13.0,47.0,28.0,41.0,0.0,14.0,13.0,16.0,25.0,14.0,31.0,33.0,28.0,27.34611325026977
2020-12-19,43.0,18.0,52.63157894736842,47.0,17.0,40.0,34.343434343434346,62.0,92.0,68.0,55.0,33.0,14.0,51.0,63.0,61.0,57.0,30.0,48.0,28.0,56.31874053676176
2020-12-20,100.0,93.0,17.894736842105264,16.0,66.0,27.0,85.85858585858585,25.0,77.0,55.0,14.0,99.0,69.0,26.0,63.0,37.0,73.0,46.0,33.0,42.0,65.60963401059163
2020-12-21,14.0,0.0,16.842105263157894,30.0,63.0,13.0,16.161616161616163,12.0,15.0,0.0,13.0,0.0,27.0,12.0,15.0,12.0,14.0,14.0,16.0,13.0,19.47201109086609
2020-12-22,28.0,54.0,52.63157894736842,46.0,64.0,13.0,16.161616161616163,12.0,61.0,54.0,13.0,33.0,14.0,0.0,30.0,24.0,14.0,44.0,32.0,27.0,38.930820329672855
2020-12-23,71.0,74.0,53.68421052631579,47.0,17.0,40.0,34.343434343434346,37.0,61.0,41.0,55.0,66.0,28.0,13.0,16.0,37.0,28.0,0.0,32.0,69.0,50.52974478821674
