,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-02-18,11.0,10.0,8.0,5.0,8.0,10.0,9.0,9.0,8.0,9.0,10.0,9.0,12.0,11.0,9.0,6.0,8.0,8.0,8.0,6.0,8.726178535606818
2020-02-19,10.0,9.0,6.0,8.0,6.0,9.0,6.0,9.0,6.0,10.0,7.0,7.0,7.0,11.0,8.0,11.0,10.0,6.0,10.0,10.0,8.324974924774324
2020-02-20,8.0,7.0,10.0,7.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,7.0,8.0,5.0,4.0,6.67001003009027
2020-02-21,7.0,5.0,7.0,4.0,6.0,5.0,4.0,6.0,3.0,6.0,3.0,6.0,6.0,6.0,5.0,3.0,7.0,5.0,6.0,6.0,5.315947843530592
2020-02-22,12.0,10.0,11.0,11.0,8.0,11.0,9.0,9.0,8.0,10.0,10.0,11.0,9.0,10.0,10.0,9.0,8.0,12.0,8.0,11.0,9.87963891675025
2020-02-23,22.0,17.0,20.0,19.0,15.0,15.0,13.0,19.0,16.0,19.0,17.0,19.0,20.0,22.0,15.0,21.0,15.0,18.0,15.0,21.0,17.95386158475426
2020-02-24,33.0,28.0,32.0,26.0,27.0,27.0,28.0,28.0,27.0,28.0,31.0,32.0,30.0,29.0,29.0,26.0,27.0,28.0,27.0,27.0,28.585757271815446
2020-02-25,34.0,34.0,27.0,29.0,24.0,29.0,23.0,29.0,25.0,30.0,32.0,28.0,26.0,25.0,28.0,25.0,25.0,27.0,28.0,26.0,27.78335005015045
2020-02-26,29.0,28.0,33.0,29.0,20.0,25.0,23.0,32.0,26.0,29.0,35.0,27.0,27.0,26.0,27.0,26.0,29.0,29.0,26.0,24.0,27.5827482447342
2020-02-27,44.0,33.0,32.0,35.0,28.0,28.0,29.0,31.0,28.0,33.0,37.0,27.0,32.0,39.0,32.0,31.0,38.0,29.0,27.0,36.0,32.54764292878636
2020-02-28,53.0,45.0,39.0,49.0,41.0,40.0,33.0,55.0,45.0,42.0,49.0,36.0,39.0,50.0,48.0,47.0,52.0,43.0,43.0,42.0,44.684052156469406
2020-02-29,43.0,44.0,42.0,44.0,37.0,45.0,30.0,41.0,40.0,39.0,41.0,33.0,37.0,44.0,41.0,36.0,42.0,31.0,40.0,37.0,39.46840521564694
2020-03-01,45.0,35.0,44.0,37.0,32.0,35.0,37.0,32.0,35.0,36.0,39.0,35.0,42.0,41.0,36.0,36.0,34.0,45.0,27.0,38.0,37.161484453360075
2020-03-02,40.0,41.0,43.0,36.0,33.0,35.0,39.0,38.0,33.0,42.0,42.0,36.0,39.0,43.0,45.0,36.0,37.0,41.0,35.0,35.0,38.565697091273826
2020-03-03,45.0,33.0,34.0,41.0,31.0,37.0,32.0,40.0,33.0,44.0,43.0,31.0,33.0,45.0,37.0,36.0,39.0,32.0,45.0,40.0,37.6629889669007
2020-03-04,42.0,38.0,39.0,37.0,33.0,37.0,29.0,28.0,31.0,28.0,37.0,34.0,37.0,38.0,34.0,32.0,32.0,33.0,33.0,31.0,34.25275827482447
2020-03-05,46.0,42.0,39.0,35.0,38.0,37.0,33.0,36.0,32.0,36.0,38.0,31.0,28.0,47.0,39.0,40.0,36.0,31.0,33.0,37.0,36.81043129388165
2020-03-06,46.0,37.0,41.0,39.0,41.0,45.0,35.0,34.0,35.0,40.0,40.0,36.0,37.0,39.0,41.0,38.0,43.0,33.0,39.0,39.0,39.01705115346038
2020-03-07,40.0,30.0,39.0,33.0,33.0,32.0,28.0,33.0,28.0,34.0,32.0,35.0,30.0,36.0,43.0,31.0,36.0,34.0,33.0,34.0,33.80140421263792
2020-03-08,40.0,32.0,44.0,36.0,32.0,33.0,37.0,40.0,35.0,38.0,38.0,39.0,37.0,36.0,37.0,34.0,48.0,38.0,35.0,35.0,37.31193580742227
2020-03-09,59.0,41.0,48.0,37.0,41.0,40.0,44.0,44.0,40.0,42.0,48.0,47.0,46.0,41.0,45.0,46.0,44.0,48.0,37.0,43.0,44.18254764292878
2020-03-10,45.0,34.0,47.0,40.0,39.0,36.0,37.0,38.0,37.0,36.0,42.0,41.0,51.0,39.0,49.0,37.0,43.0,42.0,42.0,39.0,40.82246740220663
2020-03-11,53.0,49.0,46.0,46.0,36.0,43.0,38.0,45.0,43.0,41.0,49.0,50.0,42.0,47.0,35.0,37.0,41.0,44.0,45.0,46.0,43.93179538615848
2020-03-12,84.0,79.0,82.0,81.0,66.0,70.0,71.0,81.0,70.0,66.0,80.0,73.0,71.0,85.0,69.0,72.0,69.0,77.0,72.0,75.0,74.87462387161486
2020-03-13,100.0,94.0,90.0,88.0,81.0,83.0,81.0,75.0,79.0,77.0,94.0,85.0,86.0,86.0,81.0,81.0,88.0,84.0,80.0,79.0,84.85456369107322
2020-03-14,99.0,100.0,87.0,99.0,86.0,98.0,86.0,92.0,89.0,85.0,94.0,97.0,96.0,98.0,94.0,86.0,92.0,87.0,91.0,91.0,92.62788365095285
2020-03-15,98.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-03-16,99.0,81.0,97.0,93.0,75.0,85.0,79.0,90.0,68.0,81.0,96.0,90.0,86.0,84.0,84.0,80.0,74.0,96.0,79.0,87.0,85.45636910732196
2020-03-17,93.0,76.0,72.0,83.0,76.0,79.0,67.0,80.0,73.0,74.0,88.0,68.0,75.0,84.0,88.0,77.0,74.0,72.0,78.0,69.0,77.53259779338013
2020-03-18,71.0,61.0,92.0,66.0,54.0,59.0,68.0,62.0,56.0,56.0,66.0,75.0,82.0,68.0,63.0,60.0,67.0,74.0,64.0,62.0,66.49949849548646
2020-03-19,73.0,73.0,78.0,73.0,65.0,64.0,58.0,68.0,56.0,61.0,67.0,69.0,78.0,72.0,69.0,70.0,69.0,70.0,57.0,65.0,67.95386158475426
2020-03-20,60.0,60.0,60.0,59.0,49.0,54.0,55.0,55.0,50.0,57.0,54.0,56.0,62.0,61.0,64.0,47.0,54.0,54.0,54.0,56.0,56.21865596790371
2020-03-21,68.0,53.0,54.0,55.0,51.0,52.0,46.0,47.0,49.0,53.0,64.0,50.0,62.0,64.0,55.0,55.0,54.0,51.0,51.0,57.0,54.71414242728184
2020-03-22,66.0,62.0,60.0,65.0,59.0,50.0,51.0,63.0,50.0,55.0,74.0,53.0,52.0,58.0,54.0,59.0,59.0,55.0,64.0,62.0,58.72617853560682
2020-03-23,46.0,41.0,50.0,47.0,44.0,44.0,45.0,40.0,37.0,37.0,53.0,44.0,44.0,41.0,48.0,44.0,41.0,42.0,44.0,43.0,43.88164493480441
2020-03-24,51.0,52.0,56.0,54.0,45.0,43.0,40.0,51.0,42.0,50.0,58.0,43.0,54.0,50.0,52.0,49.0,49.0,52.0,43.0,49.0,49.29789368104313
2020-03-25,45.0,40.0,48.0,40.0,40.0,38.0,36.0,43.0,41.0,41.0,48.0,40.0,39.0,44.0,46.0,40.0,38.0,39.0,37.0,37.0,41.12337011033099
2020-03-26,39.0,38.0,43.0,40.0,36.0,33.0,37.0,37.0,35.0,34.0,44.0,35.0,38.0,41.0,40.0,35.0,37.0,39.0,36.0,37.0,37.81344032096289
2020-03-27,43.0,32.0,41.0,41.0,31.0,36.0,36.0,30.0,32.0,33.0,44.0,44.0,36.0,33.0,37.0,31.0,29.0,33.0,35.0,32.0,35.556670010030096
2020-03-28,42.0,36.0,40.0,33.0,33.0,32.0,28.0,31.0,27.0,33.0,37.0,34.0,35.0,37.0,42.0,31.0,30.0,31.0,35.0,34.0,34.152457372116345
2020-03-29,39.0,36.0,33.0,38.0,35.0,38.0,31.0,33.0,32.0,29.0,44.0,36.0,32.0,33.0,33.0,28.0,33.0,33.0,35.0,37.0,34.503510531594785
2020-03-30,30.0,27.0,23.0,24.0,31.0,27.0,21.0,24.0,27.0,29.0,32.0,22.0,23.0,34.0,26.0,23.0,28.0,21.0,26.0,24.0,26.17853560682046
2020-03-31,29.0,25.0,27.0,25.0,20.0,27.0,21.0,25.0,21.0,23.0,28.0,22.0,24.0,28.0,30.0,24.0,28.0,23.0,27.0,26.0,25.22567703109328
2020-04-01,27.0,22.0,28.0,23.0,24.0,22.0,22.0,25.0,22.0,21.0,28.0,26.0,26.0,26.0,27.0,22.0,23.0,26.0,22.0,20.0,24.172517552657972
2020-04-02,27.0,25.0,25.0,23.0,28.0,23.0,24.0,22.0,21.0,24.0,28.0,28.0,28.0,29.0,26.0,23.0,22.0,25.0,24.0,23.0,24.974924774322968
2020-04-03,23.0,15.0,27.0,24.0,20.0,17.0,16.0,19.0,18.0,19.0,27.0,22.0,27.0,17.0,19.0,16.0,20.0,22.0,21.0,23.0,20.661985957873622
2020-04-04,26.0,19.0,24.0,26.0,25.0,26.0,20.0,17.0,22.0,26.0,29.0,23.0,20.0,24.0,22.0,22.0,28.0,24.0,21.0,25.0,23.520561685055164
2020-04-05,24.0,20.0,23.0,19.0,20.0,19.0,20.0,18.0,19.0,18.0,22.0,19.0,21.0,23.0,21.0,17.0,21.0,20.0,20.0,19.0,20.210631895687058
2020-04-06,21.0,21.0,20.0,22.0,16.0,18.0,15.0,19.0,14.0,17.0,17.0,23.0,19.0,20.0,18.0,15.0,19.0,18.0,19.0,20.0,18.60581745235707
2020-04-07,24.0,21.0,21.0,23.0,18.0,18.0,20.0,21.0,21.0,21.0,18.0,16.0,17.0,24.0,20.0,16.0,20.0,20.0,22.0,22.0,20.210631895687058
2020-04-08,19.0,20.0,19.0,21.0,20.0,19.0,16.0,22.0,21.0,20.0,22.0,19.0,17.0,17.0,18.0,22.0,18.0,17.0,21.0,14.0,19.157472417251757
2020-04-09,14.0,14.0,19.0,13.0,10.0,9.0,13.0,14.0,15.0,14.0,15.0,18.0,21.0,16.0,16.0,10.0,15.0,21.0,16.0,14.0,14.89468405215647
2020-04-10,20.0,17.0,15.0,20.0,12.0,12.0,11.0,14.0,14.0,15.0,19.0,14.0,16.0,22.0,24.0,15.0,14.0,15.0,17.0,15.0,16.09829488465396
2020-04-11,20.0,16.0,21.0,15.0,14.0,16.0,12.0,12.0,18.0,18.0,16.0,16.0,18.0,21.0,17.0,15.0,15.0,18.0,17.0,17.0,16.649949849548648
2020-04-12,17.0,19.0,18.0,17.0,15.0,18.0,18.0,16.0,11.0,14.0,20.0,13.0,16.0,16.0,16.0,15.0,13.0,18.0,15.0,16.0,16.09829488465396
2020-04-13,25.0,19.0,19.0,17.0,18.0,16.0,16.0,18.0,17.0,17.0,20.0,16.0,20.0,19.0,18.0,18.0,20.0,18.0,15.0,19.0,18.304914744232697
2020-04-14,15.0,12.0,13.0,14.0,13.0,14.0,14.0,12.0,9.0,13.0,15.0,14.0,13.0,12.0,12.0,11.0,12.0,17.0,12.0,13.0,13.039117352056168
2020-04-15,14.0,16.0,15.0,18.0,13.0,17.0,11.0,15.0,14.0,15.0,20.0,13.0,15.0,17.0,14.0,11.0,17.0,17.0,13.0,20.0,15.295887662988967
2020-04-16,11.0,12.0,12.0,15.0,12.0,14.0,10.0,15.0,11.0,13.0,16.0,12.0,12.0,14.0,14.0,11.0,14.0,11.0,12.0,14.0,12.788365095285858
2020-04-17,19.0,23.0,20.0,18.0,13.0,18.0,14.0,19.0,14.0,18.0,19.0,13.0,15.0,20.0,17.0,18.0,17.0,12.0,20.0,17.0,17.251755265797392
2020-04-18,18.0,19.0,11.0,14.0,12.0,16.0,11.0,19.0,16.0,17.0,18.0,12.0,13.0,18.0,18.0,17.0,15.0,15.0,14.0,19.0,15.646940822467402
2020-04-19,18.0,18.0,12.0,16.0,16.0,16.0,12.0,18.0,14.0,13.0,20.0,10.0,13.0,17.0,17.0,18.0,17.0,13.0,15.0,19.0,15.646940822467402
