,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-12-14,14.0,16.0,15.0,26.0,26.0,24.0,34.0,36.0,10.0,30.0,37.0,21.0,6.0,21.0,17.0,24.0,15.0,17.0,11.0,21.0,23.030634573304155
2020-12-15,14.0,17.0,5.0,36.0,27.0,15.0,36.0,7.0,11.0,35.0,13.0,16.0,26.0,22.0,24.0,13.0,39.0,12.0,36.0,29.0,23.687089715536104
2020-12-16,21.0,16.0,21.0,18.0,30.0,5.0,0.0,15.0,15.0,17.0,19.0,27.0,13.0,28.0,23.0,25.0,38.0,35.0,12.0,21.0,21.827133479212254
2020-12-17,7.0,0.0,5.0,27.0,27.0,5.0,6.0,15.0,5.0,17.0,19.0,16.0,26.0,7.0,18.0,13.0,16.0,18.0,6.0,7.0,14.22319474835886
2020-12-18,37.0,52.0,28.0,75.0,28.0,31.0,62.0,47.0,22.0,18.0,40.0,22.0,53.0,45.0,24.0,74.0,40.0,25.0,31.0,45.0,43.7089715536105
2020-12-19,67.0,29.0,33.0,65.0,40.0,10.0,49.0,23.0,22.0,29.0,66.0,28.0,20.0,22.0,25.0,33.0,55.0,19.0,43.0,37.0,39.113785557986866
2020-12-20,74.0,76.0,100.0,93.0,56.0,53.0,74.0,100.0,71.0,61.0,100.0,100.0,100.0,90.0,67.0,100.0,98.0,100.0,100.0,83.0,92.77899343544857
2020-12-21,100.0,100.0,58.0,97.0,100.0,100.0,100.0,89.0,100.0,100.0,84.0,73.0,89.0,100.0,100.0,77.0,100.0,89.0,72.0,100.0,100.0
2020-12-22,79.0,23.0,71.0,100.0,43.0,51.0,47.0,60.0,37.0,63.0,32.0,55.0,52.0,51.0,53.0,45.0,78.0,42.0,36.0,36.0,57.65864332603938
2020-12-23,29.0,23.0,17.0,28.0,36.0,5.0,12.0,31.0,11.0,36.0,26.0,6.0,20.0,30.0,24.0,13.0,16.0,19.0,31.0,22.0,23.796498905908095
