,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-12-16,46.0,39.0,83.0,43.0,49.0,56.0,23.0,41.0,38.0,0.0,20.0,97.0,43.0,39.361702127659576,28.0,36.0,39.0,49.0,24.0,9.0,49.57994241464088
2020-12-17,24.0,10.0,44.0,45.0,25.0,29.0,61.0,28.0,20.0,31.0,43.0,57.0,55.0,13.829787234042554,10.0,25.0,41.0,13.0,12.0,27.0,37.930082433836006
2020-12-18,0.0,11.0,15.0,0.0,13.0,15.0,37.0,0.0,20.0,0.0,11.0,15.0,34.0,13.829787234042554,11.0,39.0,14.0,13.0,25.0,28.0,19.454122349167115
2020-12-19,25.0,11.0,46.0,23.0,40.0,31.0,38.0,30.0,42.0,66.0,11.0,15.0,36.0,43.61702127659574,21.0,40.0,29.0,54.0,13.0,9.0,38.534860178015016
2020-12-20,49.0,52.0,60.0,46.0,26.0,45.0,86.0,28.0,31.0,49.0,87.0,89.0,45.0,100.0,41.0,77.0,42.0,79.0,52.0,100.0,73.16233023494301
2020-12-21,82.0,100.0,87.0,100.0,100.0,100.0,72.0,82.0,100.0,63.0,43.0,100.0,75.0,55.319148936170215,100.0,100.0,81.0,100.0,24.0,54.0,100.0
2020-12-22,12.0,31.0,29.0,12.0,39.0,0.0,12.0,14.0,0.0,0.0,0.0,29.0,33.0,13.829787234042554,0.0,13.0,14.0,13.0,25.0,36.0,20.133839944255268
2020-12-23,12.0,0.0,14.0,0.0,12.0,15.0,12.0,28.0,20.0,47.0,11.0,0.0,22.0,26.595744680851062,20.0,0.0,14.0,13.0,24.0,27.0,19.625037798609014
2020-12-24,40.0,34.0,16.0,0.0,14.0,65.0,54.0,46.0,22.0,54.0,24.0,33.0,37.0,62.765957446808514,11.0,55.0,15.0,14.0,28.0,10.0,39.2237809126885
2020-12-25,27.0,23.0,82.0,38.0,98.0,50.0,55.0,63.0,46.0,54.0,24.0,49.0,38.0,15.957446808510639,23.0,28.0,63.0,58.0,42.0,41.0,56.72289346708564
2020-12-26,49.0,63.0,77.0,47.0,13.0,31.0,38.0,86.0,21.0,16.0,34.0,74.0,23.0,42.5531914893617,21.0,39.0,71.0,52.0,50.0,28.0,54.102628153718726
2020-12-27,36.0,41.0,43.0,22.0,25.0,58.0,24.0,69.0,10.0,31.0,63.0,58.0,22.0,27.659574468085108,40.0,37.0,27.0,38.0,12.0,9.0,42.80117274293002
2020-12-28,33.0,29.0,28.0,0.0,23.0,27.0,34.0,26.0,37.0,45.0,50.0,14.0,20.0,12.76595744680851,19.0,0.0,26.0,36.0,12.0,8.0,29.645942072809984
2020-12-29,21.0,18.0,13.0,40.0,23.0,40.0,22.0,25.0,18.0,43.0,10.0,13.0,30.0,24.46808510638298,9.0,23.0,0.0,35.0,33.0,32.0,29.19498823312868
2020-12-30,45.0,29.0,28.0,11.0,12.0,56.0,23.0,27.0,10.0,45.0,30.0,14.0,21.0,38.297872340425535,10.0,24.0,26.0,36.0,23.0,17.0,32.45947331746888
2020-12-31,72.0,41.0,59.0,45.0,75.0,45.0,48.0,42.0,31.0,78.0,54.0,43.0,44.0,42.5531914893617,30.0,50.0,28.0,50.0,37.0,27.0,58.18093372424765
2021-01-01,100.0,32.0,75.0,46.0,78.0,77.0,100.0,29.0,53.0,100.0,78.0,61.0,57.0,73.40425531914893,85.0,39.0,100.0,66.0,64.0,28.0,82.88873404241333
2021-01-02,0.0,19.0,0.0,0.0,24.0,0.0,12.0,0.0,19.0,30.0,10.0,28.0,0.0,40.42553191489362,20.0,0.0,27.0,13.0,0.0,17.0,16.030554423423304
2021-01-03,34.0,39.0,55.0,52.0,12.0,42.0,68.0,26.0,56.0,75.0,41.0,68.0,84.0,0.0,19.0,84.0,52.0,36.0,46.0,43.0,57.59061805655987
2021-01-04,30.0,9.0,13.0,10.0,32.0,25.0,0.0,36.0,9.0,0.0,9.0,12.0,38.0,59.57446808510638,26.0,11.0,12.0,22.0,31.0,30.0,25.61759640288716
2021-01-05,41.0,53.0,76.0,38.0,21.0,38.0,42.0,36.0,26.0,27.0,19.0,88.0,29.0,36.170212765957444,17.0,11.0,48.0,33.0,32.0,15.0,44.87187914962991
2021-01-06,30.0,0.0,25.0,66.0,43.0,49.0,30.0,95.0,8.0,40.0,55.0,74.0,37.0,46.808510638297875,26.0,74.0,80.0,44.0,52.0,15.0,54.983500085457734
2021-01-07,62.0,52.0,100.0,38.0,54.0,63.0,63.0,49.0,60.0,69.0,28.0,63.0,29.0,71.27659574468085,26.0,21.0,71.0,66.0,53.0,15.0,65.08460314747374
2021-01-08,45.0,56.0,55.0,42.0,12.0,27.0,22.0,40.0,19.0,29.0,40.0,67.0,52.0,26.595744680851062,38.0,23.0,51.0,48.0,57.0,34.0,48.42034682688895
2021-01-09,12.0,10.0,15.0,22.0,25.0,30.0,12.0,14.0,21.0,16.0,11.0,29.0,11.0,13.829787234042554,20.0,38.0,28.0,26.0,38.0,27.0,25.880543248182384
2021-01-10,86.0,41.0,45.0,69.0,38.0,91.0,87.0,100.0,62.0,96.0,100.0,89.0,79.0,71.27659574468085,73.0,91.0,85.0,52.0,76.0,0.0,88.44217141504845
2021-01-11,86.0,28.0,93.0,20.0,57.0,93.0,67.0,76.0,37.0,71.0,68.0,52.0,100.0,50.0,83.0,68.0,37.0,92.0,100.0,17.0,80.02129869446892
2021-01-12,34.0,38.0,81.0,21.0,23.0,82.0,57.0,64.0,56.0,29.0,40.0,55.0,31.0,38.297872340425535,28.0,47.0,77.0,47.0,34.0,67.0,58.65949698268495
2021-01-13,44.0,38.0,40.0,31.0,46.0,41.0,55.0,51.0,19.0,29.0,29.0,40.0,20.0,12.76595744680851,28.0,46.0,38.0,12.0,34.0,33.0,42.436991362196125
2021-01-14,0.0,0.0,28.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,14.0,21.0,26.595744680851062,19.0,12.0,13.0,12.0,11.0,34.0,13.198616899593748
2021-01-15,24.0,52.0,59.0,34.0,38.0,44.0,25.0,29.0,31.0,32.0,43.0,59.0,45.0,41.48936170212766,31.0,38.0,42.0,39.0,25.0,27.0,46.868960439647125
2021-01-16,51.0,44.0,31.0,47.0,0.0,31.0,51.0,59.0,10.0,34.0,35.0,31.0,23.0,29.78723404255319,32.0,27.0,29.0,54.0,40.0,0.0,40.70811585438004
2021-01-17,12.0,42.0,0.0,23.0,39.0,44.0,25.0,14.0,21.0,0.0,22.0,29.0,11.0,27.659574468085108,10.0,13.0,14.0,0.0,13.0,27.0,23.89266509775049
2021-01-18,34.0,19.0,41.0,0.0,24.0,41.0,35.0,39.0,28.0,60.0,0.0,0.0,62.0,39.361702127659576,29.0,12.0,39.0,24.0,46.0,17.0,36.41813807338846
2021-01-19,0.0,29.0,13.0,0.0,23.0,28.0,0.0,13.0,9.0,15.0,0.0,14.0,0.0,25.53191489361702,9.0,47.0,0.0,12.0,0.0,25.0,16.222505620488818
2021-01-20,32.0,18.0,13.0,20.0,23.0,27.0,33.0,26.0,9.0,42.0,19.0,52.0,30.0,24.46808510638298,37.0,23.0,25.0,0.0,11.0,24.0,30.183668371438714
2021-01-21,33.0,29.0,28.0,42.0,12.0,28.0,23.0,79.0,19.0,59.0,81.0,54.0,42.0,39.361702127659576,28.0,36.0,39.0,85.0,47.0,9.0,50.19786750108466
