,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2021-01-03,40.0,31.0,30.0,23.0,25.0,29.0,26.0,31.0,24.0,31.0,28.0,32.0,29.0,35.0,13.0,34.0,39.0,26.0,29.0,27.0,29.172932330827066
2021-01-04,26.0,41.0,25.0,33.0,33.0,36.0,38.0,47.0,38.0,42.0,40.0,29.0,37.0,40.0,42.0,28.0,39.0,27.0,31.0,28.0,35.08771929824562
2021-01-05,26.0,43.0,38.0,29.0,40.0,39.0,43.0,39.0,46.0,33.0,31.0,48.0,38.0,52.0,46.0,46.0,38.0,38.0,26.0,36.0,38.847117794486216
2021-01-06,41.0,40.0,50.0,26.0,32.0,44.0,37.0,49.0,41.0,30.0,39.0,32.0,40.0,55.0,44.0,37.0,44.0,45.0,27.0,28.0,39.14786967418546
2021-01-07,43.0,46.0,53.0,30.0,35.0,41.0,33.0,41.0,55.0,42.0,42.0,33.0,28.0,51.0,38.0,40.0,45.0,26.0,28.0,31.0,39.14786967418546
2021-01-08,33.0,47.0,47.0,34.0,40.0,41.0,38.0,47.0,48.0,31.0,31.0,40.0,27.0,39.0,40.0,41.0,35.0,41.0,38.0,24.0,38.19548872180451
2021-01-09,28.0,32.0,41.0,39.0,54.0,49.0,42.0,32.0,35.0,38.0,40.0,41.0,44.0,44.0,38.0,29.0,41.0,34.0,34.0,36.0,38.64661654135338
2021-01-10,35.0,32.0,51.0,46.0,51.0,45.0,40.0,50.0,73.0,58.0,48.0,53.0,42.0,66.0,40.0,52.0,36.0,37.0,42.0,46.0,47.26817042606516
2021-01-11,39.0,30.0,35.0,40.0,34.0,30.0,27.0,40.0,34.0,30.0,24.0,38.0,26.0,45.0,40.0,52.0,31.0,33.0,25.0,25.0,33.984962406015036
2021-01-12,39.0,25.0,51.0,32.0,29.0,29.0,34.0,36.0,39.0,42.0,30.0,40.0,35.0,36.0,33.0,43.0,24.0,28.0,28.0,25.0,33.984962406015036
2021-01-13,37.0,38.0,52.0,36.0,37.0,45.0,34.0,45.0,47.0,36.0,40.0,27.0,38.0,37.0,34.0,39.0,47.0,42.0,34.0,27.0,38.69674185463659
2021-01-14,47.0,33.0,46.0,23.0,33.0,52.0,45.0,46.0,35.0,42.0,43.0,26.0,44.0,46.0,51.0,34.0,35.0,38.0,24.0,31.0,38.79699248120301
2021-01-15,33.0,33.0,37.0,42.0,45.0,37.0,46.0,47.0,46.0,38.0,24.0,40.0,31.0,36.0,42.0,33.0,37.0,36.0,38.0,31.0,37.69423558897243
2021-01-16,25.0,24.0,27.0,30.0,20.0,26.0,23.0,36.0,29.0,26.0,26.0,20.0,24.0,32.0,14.0,28.0,28.0,25.0,16.0,35.0,25.764411027568922
2021-01-17,27.0,25.0,16.0,29.0,42.0,35.0,30.0,44.0,35.0,33.0,26.0,32.0,30.0,41.0,30.0,50.0,41.0,33.0,31.0,43.0,33.734335839599
2021-01-18,27.0,38.0,39.0,26.0,26.0,35.0,36.0,44.0,35.0,36.0,34.0,45.0,26.0,35.0,38.0,36.0,31.0,45.0,33.0,29.0,34.78696741854637
2021-01-19,27.0,34.0,48.0,28.0,28.0,38.0,46.0,32.0,42.0,38.0,41.0,28.0,40.0,37.0,45.0,42.0,31.0,28.0,23.0,42.0,35.989974937343355
2021-01-20,35.0,27.0,33.0,28.0,33.0,37.0,29.0,37.0,44.0,29.0,20.0,22.0,23.0,29.0,23.0,21.0,40.0,38.0,33.0,21.0,30.17543859649123
2021-01-21,17.0,28.0,26.0,24.0,23.0,33.0,27.0,41.0,28.0,50.0,24.0,36.0,30.0,34.0,49.0,49.0,22.0,39.0,18.0,27.0,31.328320802005013
