,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-11-23,40.0,54.0,44.0,41.0,52.0,61.0,36.0,34.0,27.0,32.0,41.0,19.0,7.0,30.0,18.0,17.0,48.0,58.0,43.0,25.0,42.58933801991799
2020-11-24,39.0,61.0,21.0,45.0,35.0,67.0,17.0,27.0,13.0,31.0,40.0,28.0,50.0,37.0,23.0,25.0,69.0,38.0,27.0,72.0,44.81546572934974
2020-11-25,23.0,26.0,35.0,32.0,56.0,58.0,26.0,40.0,39.0,46.0,40.0,64.0,42.0,29.0,23.0,8.0,23.0,66.0,47.0,47.0,45.108377270064445
2020-11-26,40.0,45.0,58.0,20.0,59.0,26.0,36.0,41.0,61.0,56.0,58.0,48.0,73.0,68.0,36.0,52.0,31.0,88.0,35.0,49.0,57.41066198008202
2020-11-27,46.0,26.0,7.0,26.0,21.0,17.0,26.0,20.0,13.0,15.0,48.0,29.0,36.0,15.0,6.0,25.0,23.0,57.0,28.0,24.0,29.759812536613946
2020-11-28,8.0,35.0,14.0,33.0,14.0,68.0,26.0,20.0,20.0,0.0,8.0,19.0,7.0,29.0,12.0,17.0,46.0,19.0,35.0,57.0,28.529584065612188
2020-11-29,8.0,9.0,15.0,14.0,15.0,9.0,9.0,14.0,35.0,16.0,17.0,29.0,30.0,0.0,24.0,35.0,0.0,0.0,22.0,8.0,18.101933216168717
2020-11-30,38.0,18.0,36.0,20.0,28.0,17.0,61.0,13.0,39.0,38.0,24.0,37.0,49.0,29.0,17.0,34.0,23.0,28.0,21.0,8.0,33.8605741066198
2020-12-01,0.0,0.0,22.0,6.0,29.0,0.0,54.0,14.0,20.0,16.0,8.0,19.0,22.0,7.0,12.0,17.0,8.0,48.0,14.0,8.0,18.98066783831283
2020-12-02,31.0,26.0,14.0,26.0,35.0,42.0,26.0,26.0,20.0,23.0,8.0,56.0,35.0,36.0,23.0,25.0,31.0,47.0,21.0,32.0,34.153485647334506
2020-12-03,8.0,17.0,14.0,13.0,15.0,8.0,27.0,21.0,27.0,16.0,8.0,38.0,29.0,38.0,24.0,43.0,16.0,19.0,21.0,24.0,24.956063268892795
2020-12-04,37.0,17.0,21.0,25.0,14.0,8.0,8.0,19.0,19.0,37.0,15.0,18.0,14.0,7.0,28.0,41.0,7.0,36.0,7.0,16.0,23.08142940831869
2020-12-05,38.0,9.0,21.0,0.0,35.0,17.0,17.0,7.0,26.0,23.0,24.0,28.0,28.0,22.0,6.0,33.0,15.0,38.0,27.0,16.0,25.190392501464558
2020-12-06,47.0,18.0,29.0,7.0,7.0,9.0,45.0,21.0,20.0,24.0,0.0,77.0,22.0,38.0,18.0,26.0,23.0,48.0,14.0,16.0,29.818394844756885
2020-12-07,30.0,34.0,21.0,6.0,35.0,42.0,43.0,20.0,13.0,37.0,31.0,28.0,35.0,22.0,28.0,33.0,15.0,38.0,20.0,24.0,32.513181019332166
2020-12-08,23.0,43.0,50.0,19.0,22.0,17.0,35.0,40.0,33.0,46.0,40.0,28.0,43.0,15.0,52.0,17.0,23.0,47.0,28.0,40.0,38.72290568248389
2020-12-09,23.0,26.0,21.0,19.0,29.0,43.0,18.0,20.0,13.0,61.0,32.0,66.0,42.0,22.0,46.0,8.0,15.0,47.0,21.0,24.0,34.91505565319274
2020-12-10,15.0,44.0,22.0,39.0,22.0,51.0,35.0,34.0,20.0,16.0,24.0,9.0,43.0,37.0,41.0,26.0,62.0,29.0,27.0,24.0,36.32103104862332
2020-12-11,8.0,53.0,22.0,47.0,15.0,17.0,9.0,20.0,20.0,16.0,16.0,0.0,7.0,7.0,12.0,0.0,31.0,29.0,21.0,24.0,21.909783245459874
2020-12-12,16.0,36.0,0.0,0.0,15.0,9.0,45.0,35.0,14.0,8.0,25.0,29.0,22.0,38.0,24.0,26.0,8.0,10.0,14.0,8.0,22.3784417106034
2020-12-13,8.0,18.0,8.0,20.0,8.0,9.0,9.0,28.0,28.0,17.0,34.0,20.0,30.0,16.0,25.0,45.0,24.0,20.0,15.0,25.0,23.842999414176923
2020-12-14,23.0,44.0,21.0,39.0,29.0,43.0,35.0,27.0,20.0,23.0,16.0,9.0,14.0,7.0,6.0,25.0,46.0,10.0,28.0,48.0,30.052724077328648
2020-12-15,32.0,91.0,22.0,20.0,30.0,53.0,64.0,42.0,42.0,32.0,67.0,89.0,67.0,38.0,48.0,52.0,24.0,89.0,36.0,17.0,55.9461042765085
2020-12-16,40.0,55.0,52.0,21.0,45.0,63.0,9.0,14.0,14.0,32.0,42.0,19.0,22.0,38.0,24.0,35.0,16.0,10.0,36.0,51.0,37.375512595196255
2020-12-17,58.0,19.0,23.0,14.0,31.0,9.0,76.0,36.0,22.0,66.0,35.0,31.0,46.0,39.0,44.0,36.0,17.0,31.0,8.0,18.0,38.605741066198014
2020-12-18,45.0,40.0,16.0,22.0,33.0,10.0,30.0,0.0,0.0,27.0,28.0,32.0,40.0,33.0,27.0,38.0,53.0,22.0,31.0,45.0,33.50908025776216
2020-12-19,26.0,69.0,16.0,37.0,40.0,95.0,40.0,30.0,23.0,26.0,45.0,21.0,32.0,34.0,33.0,10.0,43.0,54.0,31.0,100.0,47.15875805506737
2020-12-20,100.0,82.0,100.0,100.0,59.0,100.0,41.0,63.0,63.0,73.0,93.0,78.0,83.0,60.0,27.0,89.0,100.0,100.0,57.0,66.0,89.86526069127125
2020-12-21,66.0,65.0,92.0,63.0,100.0,63.0,96.0,100.0,100.0,100.0,78.0,90.0,100.0,87.0,100.0,100.0,66.0,81.0,74.0,86.0,100.0
2020-12-22,43.0,78.0,24.0,72.0,8.0,37.0,29.0,15.0,15.0,44.0,27.0,43.0,32.0,33.0,26.0,57.0,61.0,54.0,46.0,54.0,46.748681898066785
2020-12-23,17.0,68.0,32.0,36.0,48.0,47.0,60.0,37.0,37.0,26.0,18.0,52.0,16.0,58.0,46.0,66.0,52.0,53.0,39.0,36.0,49.44346807264206
2020-12-24,40.0,0.0,18.0,17.0,9.0,44.0,11.0,35.0,34.0,20.0,10.0,24.0,18.0,38.0,37.0,44.0,39.0,49.0,62.0,52.0,35.20796719390744
2020-12-25,31.0,35.0,28.0,26.0,57.0,57.0,46.0,27.0,26.0,71.0,63.0,37.0,10.0,10.0,31.0,68.0,10.0,25.0,9.0,21.0,40.30462800234329
2020-12-26,58.0,32.0,71.0,24.0,79.0,52.0,97.0,41.0,83.0,38.0,100.0,58.0,53.0,18.0,36.0,74.0,29.0,71.0,43.0,20.0,63.09314586994728
2020-12-27,26.0,49.0,24.0,67.0,32.0,38.0,39.0,45.0,30.0,17.0,27.0,11.0,32.0,49.0,33.0,38.0,35.0,54.0,55.0,54.0,44.22964264792033
2020-12-28,16.0,37.0,8.0,14.0,23.0,27.0,0.0,14.0,14.0,8.0,17.0,30.0,15.0,8.0,0.0,18.0,16.0,40.0,14.0,42.0,21.148213239601642
2020-12-29,66.0,94.0,46.0,28.0,46.0,46.0,85.0,72.0,50.0,49.0,68.0,70.0,38.0,47.0,31.0,64.0,66.0,51.0,67.0,53.0,66.60808435852373
2020-12-30,18.0,68.0,40.0,51.0,16.0,28.0,10.0,38.0,15.0,35.0,36.0,42.0,16.0,41.0,13.0,19.0,34.0,43.0,31.0,27.0,36.37961335676626
2020-12-31,28.0,10.0,17.0,24.0,9.0,30.0,32.0,16.0,24.0,28.0,19.0,23.0,26.0,44.0,28.0,41.0,28.0,23.0,34.0,38.0,30.579964850615116
2021-01-01,40.0,33.0,18.0,33.0,28.0,43.0,34.0,26.0,42.0,29.0,20.0,12.0,36.0,10.0,15.0,43.0,19.0,48.0,17.0,51.0,34.973637961335676
2021-01-02,55.0,51.0,25.0,46.0,26.0,60.0,63.0,56.0,56.0,37.0,67.0,45.0,51.0,35.0,35.0,30.0,28.0,45.0,16.0,38.0,50.67369654364382
2021-01-03,27.0,41.0,49.0,37.0,25.0,19.0,61.0,54.0,46.0,54.0,47.0,33.0,41.0,60.0,41.0,39.0,45.0,66.0,32.0,19.0,48.974809607498536
2021-01-04,24.0,28.0,15.0,14.0,7.0,26.0,46.0,28.0,21.0,16.0,34.0,49.0,37.0,23.0,12.0,27.0,40.0,40.0,36.0,34.0,32.63034563561805
2021-01-05,17.0,37.0,38.0,35.0,38.0,36.0,9.0,21.0,21.0,24.0,34.0,20.0,22.0,16.0,42.0,18.0,57.0,50.0,44.0,25.0,35.383714118336265
2021-01-06,58.0,64.0,53.0,41.0,45.0,54.0,47.0,42.0,21.0,66.0,42.0,69.0,37.0,63.0,55.0,63.0,49.0,80.0,51.0,59.0,62.03866432337435
2021-01-07,92.0,76.0,30.0,36.0,76.0,46.0,66.0,36.0,50.0,50.0,52.0,70.0,69.0,47.0,38.0,55.0,42.0,72.0,68.0,34.0,64.73345049794962
2021-01-08,25.0,47.0,54.0,14.0,47.0,45.0,38.0,29.0,22.0,25.0,52.0,71.0,46.0,55.0,44.0,27.0,25.0,31.0,22.0,44.0,44.698301113063856
2021-01-09,18.0,69.0,57.0,45.0,49.0,57.0,61.0,23.0,46.0,54.0,65.0,22.0,16.0,51.0,40.0,49.0,52.0,32.0,16.0,37.0,50.32220269478618
2021-01-10,27.0,51.0,41.0,38.0,59.0,49.0,62.0,31.0,16.0,36.0,65.0,100.0,41.0,60.0,20.0,60.0,0.0,78.0,16.0,56.0,53.0755711775044
2021-01-11,66.0,56.0,45.0,28.0,45.0,45.0,85.0,64.0,35.0,50.0,26.0,50.0,54.0,47.0,31.0,27.0,33.0,51.0,22.0,25.0,51.84534270650264
2021-01-12,50.0,47.0,61.0,35.0,23.0,27.0,47.0,43.0,63.0,74.0,52.0,70.0,53.0,62.0,31.0,82.0,25.0,82.0,74.0,43.0,61.15992970123023
2021-01-13,58.0,37.0,22.0,27.0,45.0,54.0,36.0,49.0,35.0,40.0,51.0,59.0,45.0,62.0,55.0,63.0,48.0,60.0,66.0,43.0,55.9461042765085
2021-01-14,49.0,64.0,15.0,61.0,30.0,71.0,37.0,36.0,42.0,25.0,43.0,20.0,53.0,39.0,37.0,45.0,48.0,70.0,73.0,51.0,53.25131810193322
2021-01-15,67.0,77.0,62.0,36.0,63.0,46.0,58.0,66.0,51.0,85.0,80.0,72.0,39.0,32.0,38.0,46.0,60.0,21.0,38.0,53.0,63.85471587580551
2021-01-16,27.0,30.0,16.0,30.0,65.0,39.0,50.0,39.0,23.0,71.0,27.0,22.0,24.0,51.0,20.0,39.0,18.0,54.0,47.0,36.0,42.64792032806093
2021-01-17,34.0,58.0,24.0,36.0,40.0,19.0,49.0,37.0,45.0,34.0,44.0,73.0,48.0,25.0,39.0,85.0,26.0,53.0,38.0,53.0,50.380785002929116
