,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-10-31,29.0,0.0,31.0,0.0,79.0,23.0,24.0,51.0,62.0,15.053763440860216,0.0,15.0,14.0,41.0,0.0,32.0,10.0,16.0,15.0,13.0,33.258267968137794
2020-11-01,29.0,32.0,31.0,11.0,16.0,0.0,0.0,17.0,0.0,44.086021505376344,27.0,16.0,14.0,14.0,0.0,0.0,11.0,0.0,15.0,13.0,20.524798198431235
2020-11-02,28.0,31.0,45.0,11.0,0.0,0.0,12.0,50.0,15.0,41.935483870967744,13.0,15.0,13.0,0.0,22.0,15.0,0.0,15.0,15.0,13.0,25.11316864600847
2020-11-03,27.0,30.0,30.0,32.0,30.0,33.0,12.0,33.0,0.0,0.0,13.0,59.0,0.0,26.0,22.0,31.0,20.0,15.0,29.0,38.0,33.96200576684596
2020-11-04,37.0,27.0,13.0,29.0,27.0,20.0,31.0,29.0,27.0,24.731182795698924,11.0,40.0,35.0,23.0,20.0,41.0,18.0,68.0,26.0,23.0,40.31086190762395
2020-11-05,38.0,28.0,55.0,20.0,28.0,21.0,21.0,30.0,14.0,52.68817204301075,24.0,42.0,12.0,0.0,10.0,58.0,28.0,43.0,27.0,24.0,40.73234378922863
2020-11-06,27.0,44.0,29.0,32.0,59.0,11.0,11.0,64.0,58.0,40.86021505376344,25.0,43.0,13.0,13.0,55.0,46.0,10.0,30.0,43.0,37.0,48.881247099459074
2020-11-07,41.0,30.0,44.0,32.0,29.0,33.0,23.0,32.0,73.0,40.86021505376344,12.0,29.0,26.0,25.0,44.0,76.0,30.0,30.0,14.0,0.0,46.970884275073985
2020-11-08,0.0,15.0,30.0,11.0,15.0,11.0,0.0,0.0,15.0,0.0,25.0,15.0,13.0,0.0,11.0,16.0,10.0,15.0,0.0,13.0,15.212148416399753
2020-11-09,41.0,15.0,45.0,32.0,0.0,0.0,46.0,16.0,59.0,27.956989247311828,13.0,15.0,26.0,52.0,22.0,31.0,20.0,30.0,0.0,13.0,35.657062864707356
2020-11-10,28.0,31.0,30.0,11.0,30.0,11.0,12.0,0.0,0.0,13.978494623655914,13.0,30.0,13.0,0.0,11.0,16.0,0.0,15.0,15.0,13.0,20.729452758271773
2020-11-11,27.0,29.0,29.0,21.0,15.0,33.0,34.0,32.0,44.0,13.978494623655914,24.0,73.0,26.0,13.0,11.0,30.0,29.0,45.0,14.0,12.0,39.26704757267519
2020-11-12,14.0,30.0,30.0,0.0,15.0,23.0,23.0,82.0,45.0,55.913978494623656,25.0,45.0,53.0,39.0,23.0,62.0,10.0,61.0,58.0,13.0,50.01711794645506
2020-11-13,42.0,0.0,0.0,33.0,30.0,11.0,12.0,17.0,0.0,0.0,26.0,15.0,27.0,0.0,0.0,47.0,20.0,15.0,15.0,13.0,22.853599713940092
2020-11-14,0.0,0.0,16.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,13.0,0.0,16.0,10.0,16.0,0.0,0.0,8.632009799073348
2020-11-15,14.0,16.0,0.0,23.0,0.0,12.0,0.0,0.0,0.0,29.032258064516128,0.0,0.0,13.0,27.0,12.0,16.0,0.0,32.0,0.0,40.0,16.558760204198077
2020-11-16,14.0,15.0,15.0,11.0,30.0,11.0,12.0,33.0,30.0,13.978494623655914,13.0,15.0,40.0,0.0,34.0,16.0,0.0,31.0,0.0,26.0,25.46998272989402
2020-11-17,0.0,0.0,0.0,11.0,15.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,10.0,16.0,15.0,0.0,8.348993084349631
2020-11-18,41.0,61.0,0.0,0.0,15.0,22.0,23.0,16.0,15.0,0.0,13.0,15.0,26.0,13.0,11.0,16.0,20.0,31.0,15.0,0.0,24.976225074367964
2020-11-19,28.0,15.0,45.0,0.0,15.0,11.0,12.0,49.0,15.0,41.935483870967744,13.0,30.0,0.0,13.0,22.0,47.0,10.0,30.0,29.0,13.0,31.056519655206515
2020-11-20,14.0,0.0,0.0,0.0,15.0,23.0,12.0,17.0,30.0,29.032258064516128,26.0,30.0,0.0,13.0,23.0,32.0,10.0,31.0,0.0,26.0,23.4219155362482
2020-11-21,43.0,48.0,16.0,0.0,0.0,12.0,0.0,17.0,31.0,29.032258064516128,13.0,0.0,27.0,27.0,24.0,16.0,11.0,47.0,76.0,13.0,31.841662799278758
2020-11-22,29.0,16.0,16.0,11.0,31.0,12.0,24.0,17.0,15.0,15.053763440860216,26.0,31.0,14.0,14.0,12.0,0.0,0.0,32.0,0.0,0.0,22.291370272593788
2020-11-23,43.0,78.0,61.0,33.0,46.0,23.0,36.0,33.0,31.0,0.0,13.0,15.0,13.0,27.0,23.0,47.0,41.0,31.0,44.0,66.0,49.81094179137408
2020-11-24,14.0,15.0,0.0,11.0,30.0,0.0,0.0,0.0,15.0,0.0,25.0,15.0,13.0,26.0,0.0,15.0,0.0,15.0,14.0,0.0,14.716869165633248
2020-11-25,0.0,30.0,0.0,11.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,22.0,15.0,10.0,0.0,14.0,12.0,11.674439482353298
2020-11-26,0.0,16.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.801842651836184
2020-11-27,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,26.0,11.0,31.0,0.0,15.0,15.0,0.0,11.108406052905865
2020-11-28,14.0,47.0,15.0,44.0,0.0,23.0,35.0,33.0,30.0,29.032258064516128,51.0,15.0,40.0,53.0,34.0,63.0,20.0,46.0,29.0,26.0,45.78023599942179
2020-11-29,0.0,30.0,0.0,22.0,0.0,0.0,0.0,0.0,15.0,13.978494623655914,13.0,15.0,0.0,0.0,0.0,31.0,20.0,15.0,29.0,13.0,15.35213517852116
2020-11-30,27.0,30.0,15.0,21.0,0.0,33.0,46.0,48.0,15.0,54.83870967741935,37.0,29.0,38.0,0.0,33.0,60.0,39.0,15.0,43.0,25.0,43.07788285238244
2020-12-01,42.0,30.0,30.0,32.0,15.0,22.0,0.0,33.0,0.0,0.0,0.0,0.0,13.0,13.0,22.0,0.0,20.0,0.0,29.0,0.0,21.297007782959653
2020-12-02,27.0,45.0,15.0,43.0,44.0,33.0,0.0,32.0,29.0,13.978494623655914,12.0,14.0,38.0,25.0,22.0,15.0,20.0,0.0,43.0,25.0,35.092551030500374
2020-12-03,28.0,16.0,15.0,11.0,15.0,0.0,24.0,17.0,15.0,0.0,0.0,0.0,0.0,27.0,0.0,48.0,0.0,0.0,0.0,0.0,15.282902595080682
2020-12-04,14.0,30.0,29.0,21.0,29.0,22.0,23.0,16.0,29.0,0.0,12.0,14.0,25.0,25.0,11.0,0.0,10.0,15.0,14.0,12.0,24.834716717006106
2020-12-05,15.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,3.8207256487701704
2020-12-06,0.0,16.0,31.0,22.0,0.0,12.0,0.0,17.0,0.0,15.053763440860216,26.0,31.0,0.0,13.0,23.0,32.0,21.0,0.0,30.0,40.0,23.281928774126794
2020-12-07,14.0,0.0,46.0,11.0,46.0,34.0,24.0,33.0,60.0,29.032258064516128,13.0,15.0,0.0,53.0,12.0,31.0,20.0,15.0,30.0,0.0,34.388813231792206
2020-12-08,28.0,31.0,30.0,44.0,45.0,23.0,12.0,50.0,15.0,13.978494623655914,25.0,45.0,39.0,13.0,34.0,47.0,10.0,0.0,29.0,26.0,39.62081846607984
2020-12-09,56.0,15.0,45.0,44.0,61.0,45.0,35.0,16.0,60.0,27.956989247311828,13.0,30.0,13.0,26.0,23.0,47.0,30.0,46.0,30.0,51.0,50.515440387702476
2020-12-10,43.0,64.0,47.0,45.0,47.0,23.0,36.0,34.0,31.0,59.13978494623656,26.0,0.0,41.0,27.0,58.0,49.0,42.0,16.0,61.0,53.0,56.754741671168055
2020-12-11,29.0,48.0,63.0,23.0,47.0,35.0,24.0,34.0,63.0,44.086021505376344,13.0,31.0,54.0,14.0,12.0,16.0,32.0,48.0,15.0,40.0,48.47269877739823
2020-12-12,14.0,16.0,0.0,11.0,16.0,0.0,12.0,0.0,0.0,15.053763440860216,0.0,0.0,14.0,14.0,12.0,32.0,0.0,16.0,0.0,0.0,12.173522721220928
2020-12-13,30.0,49.0,49.0,0.0,16.0,12.0,13.0,53.0,48.0,31.182795698924732,55.0,0.0,28.0,14.0,12.0,51.0,22.0,17.0,32.0,14.0,38.6447151193311
2020-12-14,28.0,46.0,46.0,22.0,45.0,35.0,35.0,50.0,46.0,29.032258064516128,13.0,46.0,27.0,40.0,11.0,48.0,41.0,31.0,45.0,52.0,52.077357902024474
2020-12-15,14.0,48.0,0.0,23.0,31.0,12.0,0.0,17.0,0.0,0.0,13.0,0.0,14.0,14.0,35.0,16.0,10.0,0.0,0.0,13.0,18.396086457041562
2020-12-16,15.0,16.0,32.0,12.0,31.0,0.0,25.0,18.0,16.0,30.107526881720432,27.0,16.0,28.0,14.0,24.0,0.0,32.0,0.0,15.0,27.0,26.752687517593444
2020-12-17,15.0,33.0,16.0,12.0,33.0,36.0,0.0,36.0,49.0,15.053763440860216,28.0,16.0,43.0,43.0,0.0,67.0,44.0,50.0,63.0,42.0,45.35723252257666
2020-12-18,0.0,17.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0,17.0,14.0,7.146172046773837
2020-12-19,33.0,72.0,18.0,25.0,70.0,40.0,41.0,38.0,53.0,50.53763440860215,0.0,52.0,78.0,61.0,53.0,74.0,24.0,54.0,51.0,45.0,65.98093441163715
2020-12-20,31.0,17.0,17.0,0.0,51.0,12.0,13.0,18.0,34.0,31.182795698924732,43.0,17.0,29.0,14.0,13.0,17.0,11.0,17.0,49.0,28.0,32.70136411013306
2020-12-21,61.0,34.0,0.0,12.0,49.0,24.0,13.0,0.0,16.0,16.129032258064516,14.0,16.0,14.0,14.0,12.0,34.0,22.0,34.0,0.0,28.0,29.23060536666641
2020-12-22,16.0,52.0,34.0,0.0,0.0,25.0,53.0,37.0,17.0,48.38709677419355,43.0,17.0,30.0,45.0,64.0,71.0,12.0,17.0,33.0,43.0,46.512884107698504
