round_epochs,loss,mae,mse,val_loss,val_mae,val_mse,activation,epochs,losses,n_layers_after,n_lstm_node_first,n_lstm_node_second,n_node_hidden_layers,optimizer,reg,regw
500,0.04672135040163994,0.056147024035453796,0.005516501143574715,0.06826017051935196,0.11241892725229263,0.027058077976107597,elu,500,mse,2,20,30,10,sgd,<function <lambda> at 0x14dd86cb0>,0.0005
500,0.010235988534986973,0.0447700098156929,0.0038145934231579304,0.02879270538687706,0.09458936750888824,0.022376812994480133,elu,500,mse,2,20,10,30,Adam,<function <lambda> at 0x14dd86c20>,0.0005
500,0.012208545580506325,0.0470709390938282,0.004064264707267284,0.03047446347773075,0.09374649077653885,0.022337470203638077,relu,500,mse,1,20,20,50,Adam,<function <lambda> at 0x14dd86c20>,0.001
500,0.08979502320289612,0.24170254170894623,0.08158772438764572,0.08903287351131439,0.2520226836204529,0.08082526922225952,sigmoid,500,mse,1,20,20,30,sgd,<function <lambda> at 0x14dd86cb0>,0.0001
500,0.004651518538594246,0.042362552136182785,0.0034637167118489742,0.023439932614564896,0.09342972934246063,0.02225152961909771,sigmoid,500,mse,0,20,20,50,Adam,<function <lambda> at 0x14dd86cb0>,0.0001
300,0.0075469594448804855,0.0452989786863327,0.003786190180107951,0.02664187178015709,0.09668862819671631,0.02288406528532505,relu,300,mse,0,10,20,10,Adam,<function <lambda> at 0x14dd86c20>,0.0001
500,0.040487732738256454,0.03800446167588234,0.0032113303896039724,0.09232188761234283,0.08983741700649261,0.021265486255288124,sigmoid,500,mae,0,10,20,30,Adam,<function <lambda> at 0x14dd86cb0>,0.0001
500,0.004590450786054134,0.04118870571255684,0.003292284207418561,0.02321944385766983,0.09230037778615952,0.02192126214504242,elu,500,mse,1,20,10,30,Adam,<function <lambda> at 0x14dd86cb0>,0.0001
500,0.08258864283561707,0.05142933130264282,0.005144364200532436,0.13433723151683807,0.10317853093147278,0.025352731347084045,elu,500,mae,1,20,10,10,sgd,<function <lambda> at 0x14dd86c20>,0.0001
500,0.049582041800022125,0.049582041800022125,0.004667249042540789,0.09888827800750732,0.09888827800750732,0.024652844294905663,relu,500,mae,0,10,30,10,sgd,<function <lambda> at 0x14ddb7560>,0.0005
300,0.027818137779831886,0.12344643473625183,0.02130565233528614,0.03620833531022072,0.14936862885951996,0.02969525195658207,relu,300,mse,0,30,10,10,sgd,<function <lambda> at 0x14dd86cb0>,0.0001
500,0.045444753021001816,0.036613091826438904,0.003209825372323394,0.09587323665618896,0.08703968673944473,0.020971190184354782,relu,500,mae,1,30,20,10,Adam,<function <lambda> at 0x14dd86c20>,0.0001
500,0.004706012550741434,0.04333813861012459,0.003574224654585123,0.023564467206597328,0.09514609724283218,0.02243190072476864,elu,500,mse,0,30,30,30,Adam,<function <lambda> at 0x14dd86cb0>,0.0001
300,0.04216456413269043,0.040070489048957825,0.0034808628261089325,0.09403899312019348,0.09194447100162506,0.022270891815423965,sigmoid,300,mae,0,10,0,50,Adam,<function <lambda> at 0x14dd86cb0>,0.0001
300,0.012817852199077606,0.046830154955387115,0.0039932094514369965,0.03151408210396767,0.09504044055938721,0.02270013466477394,relu,300,mse,2,10,0,10,Adam,<function <lambda> at 0x14dd86c20>,0.0005
300,0.007620743941515684,0.04465626925230026,0.003921983297914267,0.02652253769338131,0.09451521188020706,0.022828076034784317,relu,300,mse,1,20,10,30,Adam,<function <lambda> at 0x14dd86cb0>,0.0005
500,0.007220568135380745,0.04227045178413391,0.003687480930238962,0.026010911911725998,0.09222705662250519,0.022472672164440155,relu,500,mse,2,30,20,50,Adam,<function <lambda> at 0x14dd86cb0>,0.0005
300,0.12676125764846802,0.049127012491226196,0.004977866541594267,0.17292486131191254,0.0952971875667572,0.02311687543988228,elu,300,mae,1,10,0,30,sgd,<function <lambda> at 0x14dd86c20>,0.0005
500,0.039241939783096313,0.03224467486143112,0.0028569858986884356,0.09203612804412842,0.08504308760166168,0.021004103124141693,relu,500,mae,1,30,0,10,Adam,<function <lambda> at 0x14dd86cb0>,0.0005
300,0.009464516304433346,0.04784912243485451,0.004134903196245432,0.028898898512125015,0.10051453858613968,0.02357780933380127,sigmoid,300,mse,0,20,30,50,Adam,<function <lambda> at 0x14dd86cb0>,0.001
300,0.09532293677330017,0.2621574401855469,0.09532293677330017,0.09297642111778259,0.27048277854919434,0.09297642111778259,sigmoid,300,mse,2,10,30,30,sgd,<function <lambda> at 0x14ddb7560>,0.001
300,0.24274085462093353,0.2362818419933319,0.10391133278608322,0.2294720560312271,0.22301292419433594,0.08981552720069885,sigmoid,300,mae,1,20,10,10,sgd,<function <lambda> at 0x14dd86cb0>,0.0001
300,0.007395286578685045,0.04571586102247238,0.0038850032724440098,0.02646629326045513,0.09792421013116837,0.022959809750318527,relu,300,mse,0,20,20,50,Adam,<function <lambda> at 0x14dd86cb0>,0.0005
500,0.05075197294354439,0.04181436821818352,0.003713018959388137,0.10300072282552719,0.09406925737857819,0.022390851750969887,sigmoid,500,mae,0,20,10,30,Adam,<function <lambda> at 0x14dd86cb0>,0.001
300,0.04768785834312439,0.036868978291749954,0.0033654910512268543,0.09722262620925903,0.08640372008085251,0.021591857075691223,relu,300,mae,2,10,30,50,Adam,<function <lambda> at 0x14dd86cb0>,0.0005
