round_epochs,loss,mae,mse,val_loss,val_mae,val_mse,activation,epochs,losses,n_layers_after,n_lstm_node_first,n_lstm_node_second,n_node_hidden_layers,optimizer,reg,regw
500,0.11842646449804306,0.0783512219786644,0.014319677837193012,0.10891566425561905,0.06883925944566727,0.013410395011305809,sigmoid,500,mae,0,20,30,10,sgd,<function <lambda> at 0x14f7a99e0>,0.0001
500,0.21386997401714325,0.056098777800798416,0.006020049098879099,0.21868206560611725,0.0660715401172638,0.010895712301135063,elu,500,mse,1,20,0,30,sgd,<function <lambda> at 0x14f7a99e0>,0.001
500,0.14936372637748718,0.1421884149312973,0.06553538143634796,0.12909595668315887,0.12192055583000183,0.0538608580827713,sigmoid,500,mae,1,20,20,10,sgd,<function <lambda> at 0x14f7a9d40>,0.0001
500,0.00649803364649415,0.04772007092833519,0.004676618613302708,0.012816679663956165,0.06153891235589981,0.010995217598974705,sigmoid,500,mse,0,20,10,50,Adam,<function <lambda> at 0x14f7a99e0>,0.0001
500,0.06371377408504486,0.08044165372848511,0.011944212019443512,0.06511667370796204,0.08535244315862656,0.013347807340323925,relu,500,mse,2,10,30,30,sgd,<function <lambda> at 0x14f7a99e0>,0.0001
300,0.0025934691075235605,0.03164012357592583,0.0025934691075235605,0.01093293633311987,0.05305638164281845,0.01093293633311987,relu,300,mse,2,20,30,50,Adam,<function <lambda> at 0x14f7a95f0>,0.001
500,0.2743431627750397,0.08079509437084198,0.012171448208391666,0.27544188499450684,0.0837283656001091,0.013317960314452648,elu,500,mse,1,30,30,10,sgd,<function <lambda> at 0x14f7a99e0>,0.0005
500,0.23305489122867584,0.08948928117752075,0.02048066258430481,0.22208184003829956,0.07853582501411438,0.017559947445988655,elu,500,mae,0,10,10,30,sgd,<function <lambda> at 0x14f7a99e0>,0.001
500,0.053794849663972855,0.04197611287236214,0.004725474864244461,0.0680139809846878,0.05619540810585022,0.010420452803373337,relu,500,mae,2,30,0,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0001
500,0.3720758855342865,0.12292402982711792,0.02718006633222103,0.37055063247680664,0.12246017158031464,0.02578709088265896,sigmoid,500,mse,0,30,20,10,sgd,<function <lambda> at 0x14f7a99e0>,0.001
500,0.021744532510638237,0.08972401171922684,0.014441522769629955,0.022095581516623497,0.09009851515293121,0.014792361296713352,elu,500,mse,0,30,20,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0001
300,0.11704954504966736,0.10963854193687439,0.03299931436777115,0.0998513326048851,0.09243964403867722,0.027446338906884193,relu,300,mae,0,30,20,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0001
500,0.05531146377325058,0.10876213014125824,0.020746132358908653,0.054914217442274094,0.10872484743595123,0.02034854330122471,relu,500,mse,1,20,10,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.024011747911572456,0.11675980687141418,0.024011747911572456,0.02281275950372219,0.11474187672138214,0.02281275950372219,sigmoid,500,mse,0,10,20,50,sgd,<function <lambda> at 0x14f7a95f0>,0.001
300,0.054342735558748245,0.03608785197138786,0.0038473012391477823,0.06963805854320526,0.05139249563217163,0.01072663627564907,relu,300,mae,2,10,0,10,Adam,<function <lambda> at 0x14f7a99e0>,0.0005
500,0.033555518835783005,0.033555518835783005,0.00320094870403409,0.050825390964746475,0.050825390964746475,0.010660458356142044,relu,500,mae,1,10,30,10,Adam,<function <lambda> at 0x14f7a95f0>,0.0001
500,0.15398435294628143,0.14796003699302673,0.0718504935503006,0.13125741481781006,0.125142902135849,0.06165546923875809,sigmoid,500,mae,2,10,30,30,Adam,<function <lambda> at 0x14f7a99e0>,0.001
500,0.006733046378940344,0.05716357380151749,0.006733046378940344,0.010791616514325142,0.07025159150362015,0.010791616514325142,relu,500,mse,2,30,30,10,sgd,<function <lambda> at 0x14f7a95f0>,0.0001
300,0.20523445308208466,0.14810682833194733,0.07196208834648132,0.1906156688928604,0.13348962366580963,0.05700263753533363,sigmoid,300,mae,2,30,10,30,sgd,<function <lambda> at 0x14f7a99e0>,0.0001
500,0.05079835653305054,0.039450742304325104,0.003810848807916045,0.06265652179718018,0.051315758377313614,0.010165439918637276,elu,500,mae,2,30,0,30,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.22585223615169525,0.14724911749362946,0.07073616236448288,0.21083997189998627,0.13224314153194427,0.057411618530750275,sigmoid,300,mae,2,30,30,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.00932371523231268,0.0517885684967041,0.0052123526111245155,0.015016402117908001,0.06391120702028275,0.010907942429184914,relu,300,mse,0,10,30,30,Adam,<function <lambda> at 0x14f7a9d40>,0.001
500,0.24392201006412506,0.17714127898216248,0.0593998022377491,0.23934070765972137,0.17769376933574677,0.05484701320528984,sigmoid,500,mse,2,20,20,10,sgd,<function <lambda> at 0x14f7a99e0>,0.0005
500,0.14798951148986816,0.05283692479133606,0.0063890088349580765,0.15891475975513458,0.06377706676721573,0.011979728937149048,relu,500,mae,2,10,30,30,sgd,<function <lambda> at 0x14f7a9d40>,0.001
500,0.07870034873485565,0.05994177237153053,0.007217844016849995,0.0829668864607811,0.07345858961343765,0.011486486531794071,elu,500,mse,2,30,20,30,sgd,<function <lambda> at 0x14f7a99e0>,0.0001
500,0.059418801218271255,0.17706389725208282,0.059418801218271255,0.054817233234643936,0.1791316121816635,0.054817233234643936,sigmoid,500,mse,1,10,30,30,sgd,<function <lambda> at 0x14f7a95f0>,0.001
500,0.022763123735785484,0.1121157854795456,0.022763125598430634,0.02198956534266472,0.11204809695482254,0.02198956534266472,sigmoid,500,mse,0,20,10,50,sgd,<function <lambda> at 0x14f7a95f0>,0.001
300,0.023658160120248795,0.053901221603155136,0.005627473350614309,0.029244188219308853,0.06355909258127213,0.011226437985897064,sigmoid,300,mse,2,30,30,30,Adam,<function <lambda> at 0x14f7a99e0>,0.0001
500,0.021148446947336197,0.0834069773554802,0.013061522506177425,0.021750109270215034,0.08545862138271332,0.013662988319993019,relu,500,mse,1,30,10,30,sgd,<function <lambda> at 0x14f7a9d40>,0.0001
300,0.16984285414218903,0.16105680167675018,0.04935325309634209,0.1660161316394806,0.16137254238128662,0.045537982136011124,relu,300,mse,1,10,10,50,sgd,<function <lambda> at 0x14f7a99e0>,0.0005
300,0.010039011016488075,0.054607197642326355,0.00553996954113245,0.015467975288629532,0.06556057929992676,0.010966121219098568,relu,300,mse,0,30,0,50,Adam,<function <lambda> at 0x14f7a99e0>,0.001
300,0.04908310994505882,0.04324944689869881,0.004738453775644302,0.05952852964401245,0.053693678230047226,0.010820150375366211,sigmoid,300,mae,0,10,0,10,Adam,<function <lambda> at 0x14f7a99e0>,0.0001
500,0.0579167939722538,0.17514528334140778,0.0579167939722538,0.05379560962319374,0.17693093419075012,0.05379560962319374,sigmoid,500,mse,1,10,20,30,sgd,<function <lambda> at 0x14f7a95f0>,0.001
300,0.05159291997551918,0.042325641959905624,0.004393158480525017,0.06203845888376236,0.05277257785201073,0.010339930653572083,elu,300,mae,2,10,30,10,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.006094799377024174,0.05001208558678627,0.004917205311357975,0.012263286858797073,0.06350020319223404,0.01108591165393591,sigmoid,300,mse,0,30,30,30,Adam,<function <lambda> at 0x14f7a9d40>,0.0001
500,0.04943493381142616,0.16367875039577484,0.04943493381142616,0.045730605721473694,0.16341471672058105,0.045730605721473694,sigmoid,500,mse,2,20,0,10,sgd,<function <lambda> at 0x14f7a95f0>,0.0001
500,0.05583123490214348,0.10338252782821655,0.019148804247379303,0.05517793446779251,0.10144314914941788,0.01849624514579773,relu,500,mse,0,30,30,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.037608642131090164,0.03760863468050957,0.0036653103306889534,0.05193295329809189,0.05193295329809189,0.010629568248987198,sigmoid,300,mae,0,20,10,50,Adam,<function <lambda> at 0x14f7a95f0>,0.0005
300,0.008485101163387299,0.04850716516375542,0.004925942979753017,0.01443528849631548,0.06165983900427818,0.010874127969145775,relu,300,mse,2,20,0,50,Adam,<function <lambda> at 0x14f7a9d40>,0.001
300,0.035424403846263885,0.11853466182947159,0.02504001371562481,0.03453429415822029,0.11832214146852493,0.024149378761649132,elu,300,mse,1,30,20,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0001
300,0.0035267220810055733,0.040642134845256805,0.0035267220810055733,0.010676872916519642,0.05553174018859863,0.010676872916519642,elu,300,mse,1,30,20,50,Adam,<function <lambda> at 0x14f7a95f0>,0.0005
500,0.0134778106585145,0.05233798548579216,0.005391592159867287,0.01900102011859417,0.06326396763324738,0.010920410044491291,elu,500,mse,1,20,20,30,Adam,<function <lambda> at 0x14f7a99e0>,0.001
500,0.03493523970246315,0.12826348841190338,0.029379945248365402,0.032781146466732025,0.1255398839712143,0.027225321158766747,elu,500,mse,1,10,10,30,sgd,<function <lambda> at 0x14f7a9d40>,0.0001
300,0.19519710540771484,0.14747852087020874,0.07043212652206421,0.17892323434352875,0.13120830059051514,0.056538354605436325,sigmoid,300,mae,1,30,20,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.03204656019806862,0.03204656019806862,0.003030005842447281,0.05170788615942001,0.05170788615942001,0.010952537879347801,relu,500,mae,1,10,20,10,Adam,<function <lambda> at 0x14f7a95f0>,0.001
500,0.10086559504270554,0.17112557590007782,0.05494408681988716,0.0972500815987587,0.17401213943958282,0.05133155733346939,sigmoid,500,mse,1,20,30,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.011794356629252434,0.07700756937265396,0.011794356629252434,0.013151617720723152,0.08133728057146072,0.013151617720723152,relu,500,mse,1,30,20,30,sgd,<function <lambda> at 0x14f7a95f0>,0.0001
300,0.038779258728027344,0.05833526328206062,0.006777143105864525,0.042690347880125046,0.066864512860775,0.010690388269722462,relu,300,mse,1,30,0,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.016772227361798286,0.09777627885341644,0.016772227361798286,0.01666172407567501,0.09668456017971039,0.01666172407567501,elu,500,mse,0,30,20,50,sgd,<function <lambda> at 0x14f7a95f0>,0.0001
300,0.06730952113866806,0.046489931643009186,0.005232307128608227,0.07671075314283371,0.05590837076306343,0.01076839305460453,elu,300,mae,1,30,20,10,Adam,<function <lambda> at 0x14f7a99e0>,0.001
500,0.014893992803990841,0.09236510843038559,0.014893992803990841,0.015567207708954811,0.09385326504707336,0.015567207708954811,sigmoid,500,mse,0,30,10,50,sgd,<function <lambda> at 0x14f7a95f0>,0.001
500,0.08925095945596695,0.0533372163772583,0.006071453448385,0.09726378321647644,0.06135199964046478,0.010691762901842594,relu,500,mae,1,10,20,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.006276358384639025,0.04772152006626129,0.004662087187170982,0.012494887225329876,0.06055077910423279,0.010880828835070133,sigmoid,500,mse,1,10,10,30,Adam,<function <lambda> at 0x14f7a9d40>,0.0001
500,0.16778697073459625,0.05582284554839134,0.006092586554586887,0.17268066108226776,0.067550890147686,0.01103506051003933,elu,500,mse,1,20,0,10,sgd,<function <lambda> at 0x14f7a99e0>,0.001
300,0.13900764286518097,0.1097693219780922,0.03433879092335701,0.1220460832118988,0.09280673414468765,0.028378285467624664,relu,300,mae,1,10,30,10,sgd,<function <lambda> at 0x14f7a99e0>,0.0001
300,0.05904282256960869,0.046390265226364136,0.005296387709677219,0.0679452046751976,0.05529681593179703,0.01064902264624834,sigmoid,300,mae,0,20,20,50,Adam,<function <lambda> at 0x14f7a99e0>,0.0005
500,0.044977329671382904,0.03684452921152115,0.003847236279398203,0.058634307235479355,0.05049964785575867,0.010431578382849693,relu,500,mae,2,30,20,30,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.03629237040877342,0.03629237040877342,0.003815367817878723,0.05220908299088478,0.05220908299088478,0.010910031385719776,relu,300,mae,1,10,10,30,Adam,<function <lambda> at 0x14f7a95f0>,0.0001
300,0.05862104147672653,0.057264797389507294,0.006548170465976,0.06320555508136749,0.0687054842710495,0.011139984242618084,relu,300,mse,1,20,0,50,sgd,<function <lambda> at 0x14f7a9d40>,0.001
300,0.04111640527844429,0.149463951587677,0.04111640527844429,0.038471370935440063,0.14908559620380402,0.038471370935440063,relu,300,mse,0,10,30,10,sgd,<function <lambda> at 0x14f7a95f0>,0.001
300,0.05779172107577324,0.048091989010572433,0.005404691677540541,0.06679263710975647,0.05708460137248039,0.010670296847820282,elu,300,mae,1,30,10,30,Adam,<function <lambda> at 0x14f7a9d40>,0.001
500,0.0072097149677574635,0.051474981009960175,0.005133559461683035,0.013052486814558506,0.06398919969797134,0.010975880548357964,relu,500,mse,0,20,10,30,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.010472053661942482,0.05210322514176369,0.00534647423774004,0.015978114679455757,0.06246165931224823,0.010847591795027256,sigmoid,300,mse,1,10,20,50,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.0037230111192911863,0.04230630770325661,0.0037230111192911863,0.01099708303809166,0.0583329014480114,0.01099708303809166,relu,300,mse,0,20,30,50,Adam,<function <lambda> at 0x14f7a95f0>,0.0001
300,0.04433046281337738,0.041464902460575104,0.004371005576103926,0.05554945021867752,0.05268256366252899,0.01040301937609911,relu,300,mae,0,10,30,30,Adam,<function <lambda> at 0x14f7a9d40>,0.0001
300,0.05875580012798309,0.046618640422821045,0.0051485211588442326,0.0677725225687027,0.055625904351472855,0.01065303385257721,elu,300,mae,2,10,20,10,Adam,<function <lambda> at 0x14f7a9d40>,0.001
500,0.002605883404612541,0.03255358710885048,0.002605883404612541,0.011375496163964272,0.05433023348450661,0.011375496163964272,relu,500,mse,1,30,10,50,Adam,<function <lambda> at 0x14f7a95f0>,0.0001
500,0.009645306505262852,0.049402933567762375,0.0050492496229708195,0.015386920422315598,0.06156931445002556,0.010788249783217907,relu,500,mse,2,20,30,10,Adam,<function <lambda> at 0x14f7a9d40>,0.001
300,0.030289113521575928,0.13193590939044952,0.030289113521575928,0.029149234294891357,0.13278013467788696,0.029149234294891357,elu,300,mse,1,10,20,30,sgd,<function <lambda> at 0x14f7a95f0>,0.0001
300,0.1533561646938324,0.07300199568271637,0.01124237384647131,0.1502135843038559,0.0698552131652832,0.011570493690669537,relu,300,mae,2,30,10,10,sgd,<function <lambda> at 0x14f7a9d40>,0.001
300,0.04440334066748619,0.03356808051466942,0.003379915375262499,0.06042243912816048,0.049591902643442154,0.010161291807889938,relu,300,mae,2,10,0,50,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.08054199069738388,0.08054199069738388,0.014573182910680771,0.07440143078565598,0.07440143078565598,0.013928312808275223,relu,300,mae,0,30,10,10,sgd,<function <lambda> at 0x14f7a95f0>,0.001
300,0.04929118603467941,0.16265888512134552,0.04929118603467941,0.04586294665932655,0.16191411018371582,0.04586295038461685,relu,300,mse,1,20,10,50,sgd,<function <lambda> at 0x14f7a95f0>,0.0005
500,0.007153281010687351,0.05073699355125427,0.005041988100856543,0.013080666773021221,0.06359343230724335,0.010969918221235275,elu,500,mse,2,30,0,10,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.031621772795915604,0.031621772795915604,0.0029582814313471317,0.05240107327699661,0.05240107327699661,0.011025583371520042,relu,300,mae,2,20,10,10,Adam,<function <lambda> at 0x14f7a95f0>,0.001
500,0.09341919422149658,0.06562558561563492,0.008757115341722965,0.09885211288928986,0.0710580050945282,0.011404778808355331,sigmoid,500,mae,0,20,10,10,sgd,<function <lambda> at 0x14f7a99e0>,0.0001
300,0.5965046882629395,0.09899180382490158,0.025996873155236244,0.5794878602027893,0.08212091028690338,0.021410983055830002,relu,300,mae,1,30,20,30,sgd,<function <lambda> at 0x14f7a99e0>,0.001
500,0.11453469097614288,0.055363573133945465,0.00669276574626565,0.12236256897449493,0.06319592893123627,0.01145253423601389,elu,500,mae,2,20,10,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.05137285590171814,0.13059692084789276,0.030872732400894165,0.049315568059682846,0.1287742257118225,0.028814850375056267,sigmoid,500,mse,0,10,20,30,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.5752838253974915,0.14889757335186005,0.07237448543310165,0.5600396990776062,0.13379047811031342,0.05701728165149689,sigmoid,500,mae,2,10,10,50,sgd,<function <lambda> at 0x14f7a99e0>,0.001
300,0.14452914893627167,0.14452914893627167,0.0681174099445343,0.128991037607193,0.128991037607193,0.054750386625528336,sigmoid,300,mae,1,10,20,50,sgd,<function <lambda> at 0x14f7a95f0>,0.001
500,0.003531442955136299,0.0405421108007431,0.003531442955136299,0.011113167740404606,0.05772712826728821,0.011113167740404606,elu,500,mse,0,10,10,30,Adam,<function <lambda> at 0x14f7a95f0>,0.0001
300,0.0594511441886425,0.17164841294288635,0.05547022074460983,0.055285487323999405,0.17233458161354065,0.05130448192358017,sigmoid,300,mse,2,10,0,10,sgd,<function <lambda> at 0x14f7a9d40>,0.0001
300,0.11590825766324997,0.11890409141778946,0.02542058192193508,0.11480051279067993,0.11946701258420944,0.024319346994161606,relu,300,mse,2,20,10,30,sgd,<function <lambda> at 0x14f7a9d40>,0.001
500,0.05421828106045723,0.0447046235203743,0.004922375548630953,0.06396020203828812,0.05444622412323952,0.010612213052809238,elu,500,mae,1,10,20,10,Adam,<function <lambda> at 0x14f7a9d40>,0.001
300,0.15694627165794373,0.1490102857351303,0.07214222848415375,0.13392390310764313,0.12599477171897888,0.060924407094717026,sigmoid,300,mae,1,30,10,50,Adam,<function <lambda> at 0x14f7a99e0>,0.001
500,0.1664249300956726,0.04985968768596649,0.005674321204423904,0.1762722134590149,0.059724606573581696,0.010752967558801174,elu,500,mae,1,20,0,30,sgd,<function <lambda> at 0x14f7a99e0>,0.0005
500,0.40301257371902466,0.08029087632894516,0.012660812586545944,0.40399599075317383,0.08380884677171707,0.013787919655442238,relu,500,mse,1,30,20,10,sgd,<function <lambda> at 0x14f7a99e0>,0.001
500,0.44820162653923035,0.14809778332710266,0.06853682547807693,0.439066618680954,0.13901358842849731,0.05384409427642822,sigmoid,500,mae,2,30,0,50,sgd,<function <lambda> at 0x14f7a99e0>,0.0005
500,0.09611742198467255,0.06392864882946014,0.008601675741374493,0.10005953162908554,0.06786917895078659,0.010591130703687668,sigmoid,500,mae,0,20,30,10,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.0667869970202446,0.04856624826788902,0.0054641845636069775,0.07372018694877625,0.05548517405986786,0.010702800005674362,sigmoid,500,mae,2,20,30,30,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.0031199047807604074,0.03750704973936081,0.0031199047807604074,0.011246979236602783,0.057537391781806946,0.011246979236602783,elu,500,mse,0,30,30,50,Adam,<function <lambda> at 0x14f7a95f0>,0.0005
500,0.35845252871513367,0.09009119123220444,0.01419734675437212,0.3590768873691559,0.09246756881475449,0.014929979108273983,elu,500,mse,1,30,10,50,sgd,<function <lambda> at 0x14f7a99e0>,0.001
500,0.009256218560039997,0.051076021045446396,0.005210961680859327,0.014924565330147743,0.061617013067007065,0.010883131995797157,elu,500,mse,0,10,30,10,Adam,<function <lambda> at 0x14f7a99e0>,0.0005
500,0.006376642268151045,0.05023133382201195,0.004940095357596874,0.012464514002203941,0.06350966542959213,0.011028469540178776,relu,500,mse,0,10,0,30,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.0359647162258625,0.0359647162258625,0.0033621496986597776,0.05246301740407944,0.05246301740407944,0.010401953011751175,sigmoid,500,mae,0,10,20,30,Adam,<function <lambda> at 0x14f7a95f0>,0.0001
300,0.4554194509983063,0.11307013034820557,0.022273773327469826,0.4545617699623108,0.11137721687555313,0.021560411900281906,elu,300,mse,1,30,20,10,sgd,<function <lambda> at 0x14f7a99e0>,0.001
300,0.06335840374231339,0.17738540470600128,0.05968950316309929,0.05848221480846405,0.17588821053504944,0.05482017621397972,sigmoid,300,mse,2,10,10,50,Adam,<function <lambda> at 0x14f7a99e0>,0.0005
300,0.12109246104955673,0.12109246104955673,0.04408798739314079,0.1018238514661789,0.1018238514661789,0.03558444604277611,relu,300,mae,2,10,10,10,sgd,<function <lambda> at 0x14f7a95f0>,0.0001
300,0.002637734403833747,0.032631758600473404,0.002637734403833747,0.011048296466469765,0.0551472082734108,0.011048296466469765,relu,300,mse,2,20,0,30,Adam,<function <lambda> at 0x14f7a95f0>,0.0005
300,0.008377199061214924,0.04717462882399559,0.004794900305569172,0.014612958766520023,0.06089026853442192,0.011035979725420475,relu,300,mse,2,20,20,50,Adam,<function <lambda> at 0x14f7a99e0>,0.0001
500,0.05613468214869499,0.04507116228342056,0.004946325905621052,0.06635645031929016,0.05528470128774643,0.010626045055687428,elu,500,mae,2,10,20,50,Adam,<function <lambda> at 0x14f7a9d40>,0.001
500,0.05355459451675415,0.07666341960430145,0.01142648234963417,0.05519945174455643,0.08229707181453705,0.013073486275970936,elu,500,mse,1,20,20,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.05425799638032913,0.04484022781252861,0.005027880892157555,0.0637129619717598,0.054276835173368454,0.010573102161288261,elu,500,mae,1,10,10,50,Adam,<function <lambda> at 0x14f7a9d40>,0.001
500,0.04613374546170235,0.04011149704456329,0.004191256128251553,0.057748593389987946,0.05172547698020935,0.010295906104147434,elu,500,mae,0,30,0,50,Adam,<function <lambda> at 0x14f7a9d40>,0.0005
500,0.03172922879457474,0.05523187667131424,0.005960718262940645,0.03732844814658165,0.06742670387029648,0.011560690589249134,elu,500,mse,1,20,0,30,sgd,<function <lambda> at 0x14f7a99e0>,0.0001
300,0.028644295409321785,0.12500347197055817,0.028644295409321785,0.026652377098798752,0.1228136196732521,0.026652377098798752,relu,300,mse,0,20,30,10,sgd,<function <lambda> at 0x14f7a95f0>,0.0001
500,0.042533572763204575,0.0800972431898117,0.01131810899823904,0.044172678142786026,0.08496436476707458,0.012958097271621227,sigmoid,500,mse,0,30,10,50,sgd,<function <lambda> at 0x14f7a9d40>,0.0005
300,0.25270357728004456,0.14501622319221497,0.06575161963701248,0.24491529166698456,0.13724420964717865,0.05179746076464653,sigmoid,300,mae,2,30,0,50,sgd,<function <lambda> at 0x14f7a9d40>,0.001
500,0.01265744585543871,0.08013230562210083,0.01265744585543871,0.014180158264935017,0.0863531082868576,0.014180158264935017,relu,500,mse,2,20,30,10,sgd,<function <lambda> at 0x14f7a95f0>,0.0001
500,0.023938477039337158,0.0995272547006607,0.01766108348965645,0.024121621623635292,0.10023736953735352,0.017843876034021378,sigmoid,500,mse,0,20,30,30,sgd,<function <lambda> at 0x14f7a9d40>,0.0001
500,0.1450781226158142,0.0644807368516922,0.008498849347233772,0.14886228740215302,0.07897152006626129,0.012303397990763187,elu,500,mse,2,30,20,50,sgd,<function <lambda> at 0x14f7a9d40>,0.001
300,0.003695571329444647,0.042025599628686905,0.003695571329444647,0.011362382210791111,0.05835305526852608,0.011362382210791111,sigmoid,300,mse,2,10,10,50,Adam,<function <lambda> at 0x14f7a95f0>,0.0005
300,0.03901055455207825,0.03901055455207825,0.003743245266377926,0.051283810287714005,0.051283810287714005,0.009942679665982723,elu,300,mae,2,20,0,30,Adam,<function <lambda> at 0x14f7a95f0>,0.001
300,0.0664215236902237,0.13202691078186035,0.032055746763944626,0.06442106515169144,0.13170310854911804,0.030055515468120575,sigmoid,300,mse,0,20,20,30,sgd,<function <lambda> at 0x14f7a99e0>,0.0001
300,0.03963957726955414,0.034852270036935806,0.0034564880188554525,0.05415942147374153,0.049372900277376175,0.01048174686729908,relu,300,mae,2,10,10,30,Adam,<function <lambda> at 0x14f7a9d40>,0.0001
