DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
2020-07-21,VBR,Flanders,6,5,2,0,0,0,2,VlaamsBrabant
2020-07-21,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
2020-07-21,VWV,Flanders,11,47,7,3,0,3,3,WestVlaanderen
2020-07-22,VAN,Flanders,14,45,11,7,1,4,1,Antwerpen
2020-07-22,BRU,Brussels,15,26,8,2,0,2,0,Brussels
2020-07-22,WHT,Wallonia,14,18,6,2,0,3,0,Hainaut
2020-07-22,VLI,Flanders,7,12,2,2,0,1,4,Limburg
2020-07-22,WLG,Wallonia,12,13,5,3,0,2,0,Liège
2020-07-22,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
2020-07-22,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-22,VOV,Flanders,14,14,0,0,0,4,0,OostVlaanderen
2020-07-22,VBR,Flanders,6,5,2,0,0,0,0,VlaamsBrabant
2020-07-22,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
2020-07-22,VWV,Flanders,11,51,7,2,0,7,3,WestVlaanderen
2020-07-23,VAN,Flanders,14,41,10,6,1,12,9,Antwerpen
2020-07-23,BRU,Brussels,15,34,10,2,0,4,2,Brussels
2020-07-23,WHT,Wallonia,15,21,5,2,0,4,1,Hainaut
2020-07-23,VLI,Flanders,7,18,1,1,0,4,1,Limburg
2020-07-23,WLG,Wallonia,12,13,3,2,0,1,2,Liège
2020-07-23,WLX,Wallonia,2,2,0,0,0,0,0,Luxembourg
2020-07-23,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-23,VOV,Flanders,14,12,0,0,0,1,3,OostVlaanderen
2020-07-23,VBR,Flanders,6,7,2,1,0,1,0,VlaamsBrabant
2020-07-23,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-07-23,VWV,Flanders,11,50,9,1,0,6,7,WestVlaanderen
2020-07-24,VAN,Flanders,15,44,10,6,1,9,9,Antwerpen
2020-07-24,BRU,Brussels,14,35,10,3,0,6,3,Brussels
2020-07-24,WHT,Wallonia,14,19,6,2,0,2,3,Hainaut
2020-07-24,VLI,Flanders,7,21,2,1,0,2,2,Limburg
2020-07-24,WLG,Wallonia,12,14,3,2,0,3,2,Liège
2020-07-24,WLX,Wallonia,3,2,0,0,0,1,1,Luxembourg
2020-07-24,WNA,Wallonia,6,5,0,0,0,1,0,Namur
2020-07-24,VOV,Flanders,14,15,1,0,0,3,0,OostVlaanderen
2020-07-24,VBR,Flanders,6,7,2,2,0,0,1,VlaamsBrabant
2020-07-24,WBR,Wallonia,2,0,0,0,0,0,1,BrabantWallon
2020-07-24,VWV,Flanders,11,56,7,1,0,7,4,WestVlaanderen
2020-07-25,VAN,Flanders,14,46,12,6,1,8,14,Antwerpen
2020-07-25,BRU,Brussels,15,29,10,3,0,4,5,Brussels
2020-07-25,WHT,Wallonia,13,19,6,3,0,2,1,Hainaut
2020-07-25,VLI,Flanders,7,22,2,1,0,3,3,Limburg
2020-07-25,WLG,Wallonia,12,12,4,2,0,0,2,Liège
2020-07-25,WLX,Wallonia,4,1,0,0,0,0,1,Luxembourg
2020-07-25,WNA,Wallonia,6,4,0,0,0,0,0,Namur
2020-07-25,VOV,Flanders,14,15,1,0,0,2,2,OostVlaanderen
2020-07-25,VBR,Flanders,6,7,2,2,0,1,1,VlaamsBrabant
2020-07-25,WBR,Wallonia,2,1,0,0,0,1,0,BrabantWallon
2020-07-25,VWV,Flanders,11,54,7,2,0,5,6,WestVlaanderen
2020-07-26,VAN,Flanders,14,51,13,7,1,5,3,Antwerpen
2020-07-26,BRU,Brussels,15,33,12,3,0,3,0,Brussels
2020-07-26,WHT,Wallonia,14,19,5,3,0,1,2,Hainaut
2020-07-26,VLI,Flanders,7,22,2,1,0,2,1,Limburg
2020-07-26,WLG,Wallonia,12,12,5,2,0,1,1,Liège
2020-07-26,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-07-26,WNA,Wallonia,6,3,0,0,0,0,0,Namur
2020-07-26,VOV,Flanders,14,18,1,0,0,2,1,OostVlaanderen
2020-07-26,VBR,Flanders,6,6,2,2,0,0,1,VlaamsBrabant
2020-07-26,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-07-26,VWV,Flanders,11,45,7,2,0,1,5,WestVlaanderen
2020-07-27,VAN,Flanders,14,55,16,8,1,14,6,Antwerpen
2020-07-27,BRU,Brussels,15,32,12,3,0,3,5,Brussels
2020-07-27,WHT,Wallonia,14,20,5,3,0,1,1,Hainaut
2020-07-27,VLI,Flanders,7,20,3,1,0,0,1,Limburg
2020-07-27,WLG,Wallonia,12,14,6,2,0,2,0,Liège
2020-07-27,WLX,Wallonia,3,2,0,0,0,1,0,Luxembourg
2020-07-27,WNA,Wallonia,6,3,0,0,0,0,0,Namur
2020-07-27,VOV,Flanders,14,19,1,1,0,2,0,OostVlaanderen
2020-07-27,VBR,Flanders,6,6,2,2,0,0,0,VlaamsBrabant
2020-07-27,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-07-27,VWV,Flanders,11,50,7,2,0,5,1,WestVlaanderen
2020-07-28,VAN,Flanders,14,67,16,8,1,21,13,Antwerpen
2020-07-28,BRU,Brussels,15,37,11,4,0,8,2,Brussels
2020-07-28,WHT,Wallonia,14,16,4,2,1,2,4,Hainaut
2020-07-28,VLI,Flanders,7,23,3,1,0,3,2,Limburg
2020-07-28,WLG,Wallonia,12,17,6,3,0,3,0,Liège
2020-07-28,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-07-28,WNA,Wallonia,6,3,0,0,0,0,0,Namur
2020-07-28,VOV,Flanders,14,15,1,1,0,0,4,OostVlaanderen
2020-07-28,VBR,Flanders,6,5,2,2,0,0,1,VlaamsBrabant
2020-07-28,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-07-28,VWV,Flanders,11,47,6,1,0,4,2,WestVlaanderen
2020-07-29,VAN,Flanders,14,75,18,9,1,7,7,Antwerpen
2020-07-29,BRU,Brussels,15,48,11,4,0,11,2,Brussels
2020-07-29,WHT,Wallonia,14,20,4,3,1,1,1,Hainaut
2020-07-29,VLI,Flanders,7,25,2,1,0,4,1,Limburg
2020-07-29,WLG,Wallonia,12,19,5,2,0,3,2,Liège
2020-07-29,WLX,Wallonia,3,3,0,0,0,2,0,Luxembourg
2020-07-29,WNA,Wallonia,6,4,0,0,0,1,0,Namur
2020-07-29,VOV,Flanders,14,17,2,2,0,2,2,OostVlaanderen
2020-07-29,VBR,Flanders,6,5,2,2,0,0,0,VlaamsBrabant
2020-07-29,WBR,Wallonia,2,2,0,0,0,1,0,BrabantWallon
2020-07-29,VWV,Flanders,11,45,3,1,0,3,1,WestVlaanderen
2020-07-30,VAN,Flanders,14,78,16,7,1,15,5,Antwerpen
2020-07-30,BRU,Brussels,15,56,9,5,0,5,2,Brussels
2020-07-30,WHT,Wallonia,14,22,6,5,1,2,2,Hainaut
2020-07-30,VLI,Flanders,7,20,2,1,0,0,5,Limburg
2020-07-30,WLG,Wallonia,12,23,5,2,0,4,0,Liège
2020-07-30,WLX,Wallonia,3,2,0,0,0,0,1,Luxembourg
2020-07-30,WNA,Wallonia,6,3,0,0,0,0,0,Namur
2020-07-30,VOV,Flanders,14,17,1,1,0,1,0,OostVlaanderen
2020-07-30,VBR,Flanders,6,5,2,1,0,0,0,VlaamsBrabant
2020-07-30,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
2020-07-30,VWV,Flanders,11,39,1,1,0,3,7,WestVlaanderen
2020-07-31,VAN,Flanders,14,83,18,8,1,13,6,Antwerpen
2020-07-31,BRU,Brussels,15,56,9,5,0,2,4,Brussels
2020-07-31,WHT,Wallonia,14,20,7,6,1,1,3,Hainaut
2020-07-31,VLI,Flanders,7,11,1,1,0,0,8,Limburg
2020-07-31,WLG,Wallonia,12,23,7,3,0,3,4,Liège
2020-07-31,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-07-31,WNA,Wallonia,6,3,1,0,0,0,0,Namur
2020-07-31,VOV,Flanders,14,17,2,2,0,0,0,OostVlaanderen
2020-07-31,VBR,Flanders,6,4,2,1,0,0,0,VlaamsBrabant
2020-07-31,WBR,Wallonia,2,0,0,0,0,0,2,BrabantWallon
2020-07-31,VWV,Flanders,11,35,1,1,0,0,6,WestVlaanderen
2020-08-01,VAN,Flanders,14,91,22,8,1,10,5,Antwerpen
2020-08-01,BRU,Brussels,15,55,10,5,0,3,4,Brussels
2020-08-01,WHT,Wallonia,14,26,9,6,1,4,1,Hainaut
2020-08-01,VLI,Flanders,7,9,1,1,0,0,1,Limburg
2020-08-01,WLG,Wallonia,12,23,6,3,0,6,6,Liège
2020-08-01,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-08-01,WNA,Wallonia,6,5,2,1,0,2,0,Namur
2020-08-01,VOV,Flanders,14,12,1,2,0,1,5,OostVlaanderen
2020-08-01,VBR,Flanders,6,4,3,2,1,0,0,VlaamsBrabant
2020-08-01,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-01,VWV,Flanders,11,33,2,1,0,3,6,WestVlaanderen
2020-08-02,VAN,Flanders,14,92,21,9,2,13,12,Antwerpen
2020-08-02,BRU,Brussels,15,56,10,6,0,3,3,Brussels
2020-08-02,WHT,Wallonia,14,30,10,6,2,5,0,Hainaut
2020-08-02,VLI,Flanders,7,12,1,1,0,0,0,Limburg
2020-08-02,WLG,Wallonia,12,27,7,3,0,5,1,Liège
2020-08-02,WLX,Wallonia,3,0,0,0,0,0,1,Luxembourg
2020-08-02,WNA,Wallonia,6,5,2,1,0,0,0,Namur
2020-08-02,VOV,Flanders,14,14,2,2,0,2,0,OostVlaanderen
2020-08-02,VBR,Flanders,6,5,3,2,1,1,0,VlaamsBrabant
2020-08-02,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-02,VWV,Flanders,11,30,2,1,0,0,1,WestVlaanderen
2020-08-03,VAN,Flanders,14,96,20,10,2,11,6,Antwerpen
2020-08-03,BRU,Brussels,15,65,7,5,0,10,0,Brussels
2020-08-03,WHT,Wallonia,14,30,8,7,2,1,0,Hainaut
2020-08-03,VLI,Flanders,7,12,1,1,0,0,2,Limburg
2020-08-03,WLG,Wallonia,12,27,9,3,0,1,0,Liège
2020-08-03,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-03,WNA,Wallonia,6,5,2,1,0,0,0,Namur
2020-08-03,VOV,Flanders,14,15,2,2,0,1,0,OostVlaanderen
2020-08-03,VBR,Flanders,6,7,3,2,1,2,0,VlaamsBrabant
2020-08-03,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-03,VWV,Flanders,11,33,2,1,0,3,3,WestVlaanderen
2020-08-04,VAN,Flanders,14,90,24,9,2,9,19,Antwerpen
2020-08-04,BRU,Brussels,15,59,9,3,0,8,9,Brussels
2020-08-04,WHT,Wallonia,14,26,8,7,2,0,3,Hainaut
2020-08-04,VLI,Flanders,7,12,1,1,0,1,2,Limburg
2020-08-04,WLG,Wallonia,12,28,10,3,0,2,2,Liège
2020-08-04,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-04,WNA,Wallonia,6,4,2,1,0,0,1,Namur
2020-08-04,VOV,Flanders,14,13,3,2,0,0,2,OostVlaanderen
2020-08-04,VBR,Flanders,6,6,4,3,1,0,0,VlaamsBrabant
2020-08-04,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-04,VWV,Flanders,11,27,2,1,0,0,6,WestVlaanderen
2020-08-05,VAN,Flanders,14,97,22,8,2,16,6,Antwerpen
2020-08-05,BRU,Brussels,15,68,9,4,0,15,6,Brussels
2020-08-05,WHT,Wallonia,14,29,8,5,2,2,0,Hainaut
2020-08-05,VLI,Flanders,7,9,2,2,0,1,4,Limburg
2020-08-05,WLG,Wallonia,12,29,9,3,0,6,4,Liège
2020-08-05,WLX,Wallonia,3,1,0,0,0,1,0,Luxembourg
2020-08-05,WNA,Wallonia,6,6,2,1,0,1,0,Namur
2020-08-05,VOV,Flanders,14,16,3,2,0,2,0,OostVlaanderen
2020-08-05,VBR,Flanders,6,9,4,3,1,2,0,VlaamsBrabant
2020-08-05,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-05,VWV,Flanders,11,29,2,1,0,4,2,WestVlaanderen
2020-08-06,VAN,Flanders,14,90,25,10,2,14,19,Antwerpen
2020-08-06,BRU,Brussels,15,62,11,4,0,6,11,Brussels
2020-08-06,WHT,Wallonia,14,27,8,6,1,3,3,Hainaut
2020-08-06,VLI,Flanders,7,12,4,2,0,2,0,Limburg
2020-08-06,WLG,Wallonia,12,33,9,3,0,4,1,Liège
2020-08-06,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-08-06,WNA,Wallonia,6,6,2,1,0,0,0,Namur
2020-08-06,VOV,Flanders,14,17,3,2,0,1,2,OostVlaanderen
2020-08-06,VBR,Flanders,6,5,1,3,1,0,0,VlaamsBrabant
2020-08-06,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-06,VWV,Flanders,11,25,2,1,0,3,5,WestVlaanderen
2020-08-07,VAN,Flanders,14,92,26,11,2,11,8,Antwerpen
2020-08-07,BRU,Brussels,15,69,12,5,0,9,3,Brussels
2020-08-07,WHT,Wallonia,14,24,9,7,2,1,3,Hainaut
2020-08-07,VLI,Flanders,7,12,3,2,0,2,1,Limburg
2020-08-07,WLG,Wallonia,12,34,8,5,0,4,4,Liège
2020-08-07,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-08-07,WNA,Wallonia,6,7,2,1,0,0,0,Namur
2020-08-07,VOV,Flanders,14,19,3,2,0,4,2,OostVlaanderen
2020-08-07,VBR,Flanders,6,7,4,3,1,1,3,VlaamsBrabant
2020-08-07,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-07,VWV,Flanders,11,20,2,1,0,1,5,WestVlaanderen
2020-08-08,VAN,Flanders,14,89,25,9,2,16,21,Antwerpen
2020-08-08,BRU,Brussels,15,70,12,4,0,10,12,Brussels
2020-08-08,WHT,Wallonia,14,27,9,7,2,4,1,Hainaut
2020-08-08,VLI,Flanders,7,13,4,2,0,0,0,Limburg
2020-08-08,WLG,Wallonia,12,32,8,5,0,3,3,Liège
2020-08-08,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-08-08,WNA,Wallonia,6,9,1,1,0,2,0,Namur
2020-08-08,VOV,Flanders,14,17,3,2,0,1,3,OostVlaanderen
2020-08-08,VBR,Flanders,6,6,3,3,1,0,0,VlaamsBrabant
2020-08-08,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-08,VWV,Flanders,11,17,2,1,0,2,4,WestVlaanderen
2020-08-09,VAN,Flanders,14,92,24,10,2,8,7,Antwerpen
2020-08-09,BRU,Brussels,15,71,14,4,0,3,0,Brussels
2020-08-09,WHT,Wallonia,14,29,9,7,2,3,1,Hainaut
2020-08-09,VLI,Flanders,7,11,4,2,0,1,1,Limburg
2020-08-09,WLG,Wallonia,12,33,9,5,0,3,1,Liège
2020-08-09,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-08-09,WNA,Wallonia,6,11,1,1,0,3,0,Namur
2020-08-09,VOV,Flanders,14,15,3,1,0,2,3,OostVlaanderen
2020-08-09,VBR,Flanders,6,5,3,3,1,0,1,VlaamsBrabant
2020-08-09,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-09,VWV,Flanders,11,17,2,1,0,0,1,WestVlaanderen
2020-08-10,VAN,Flanders,14,101,25,13,2,21,7,Antwerpen
2020-08-10,BRU,Brussels,15,81,16,7,1,10,4,Brussels
2020-08-10,WHT,Wallonia,14,29,8,7,1,0,0,Hainaut
2020-08-10,VLI,Flanders,7,11,4,2,0,2,1,Limburg
2020-08-10,WLG,Wallonia,12,35,11,7,0,1,0,Liège
2020-08-10,WLX,Wallonia,3,2,0,0,0,1,0,Luxembourg
2020-08-10,WNA,Wallonia,6,12,1,1,0,1,0,Namur
2020-08-10,VOV,Flanders,14,18,3,1,0,4,0,OostVlaanderen
2020-08-10,VBR,Flanders,6,7,3,3,1,1,0,VlaamsBrabant
2020-08-10,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-10,VWV,Flanders,11,16,2,1,0,0,0,WestVlaanderen
2020-08-11,VAN,Flanders,13,104,27,13,2,15,14,Antwerpen
2020-08-11,BRU,Brussels,15,75,14,5,1,12,16,Brussels
2020-08-11,WHT,Wallonia,14,29,7,5,0,6,3,Hainaut
2020-08-11,VLI,Flanders,7,11,6,3,0,2,1,Limburg
2020-08-11,WLG,Wallonia,12,32,11,6,0,3,6,Liège
2020-08-11,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-08-11,WNA,Wallonia,7,15,3,1,0,4,2,Namur
2020-08-11,VOV,Flanders,14,17,3,1,0,4,5,OostVlaanderen
2020-08-11,VBR,Flanders,6,8,4,3,1,2,1,VlaamsBrabant
2020-08-11,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
2020-08-11,VWV,Flanders,11,15,2,1,0,4,3,WestVlaanderen
2020-08-12,VAN,Flanders,14,92,29,17,2,12,21,Antwerpen
2020-08-12,BRU,Brussels,15,79,15,7,1,10,10,Brussels
2020-08-12,WHT,Wallonia,14,29,5,4,0,3,2,Hainaut
2020-08-12,VLI,Flanders,7,13,6,3,0,1,0,Limburg
2020-08-12,WLG,Wallonia,12,28,10,4,0,1,5,Liège
2020-08-12,WLX,Wallonia,3,0,0,0,0,0,1,Luxembourg
2020-08-12,WNA,Wallonia,6,17,3,0,0,1,0,Namur
2020-08-12,VOV,Flanders,14,19,2,1,0,1,1,OostVlaanderen
2020-08-12,VBR,Flanders,6,9,4,3,1,0,1,VlaamsBrabant
2020-08-12,WBR,Wallonia,2,1,0,0,0,1,0,BrabantWallon
2020-08-12,VWV,Flanders,11,14,2,1,0,5,5,WestVlaanderen
2020-08-13,VAN,Flanders,14,94,30,17,2,14,15,Antwerpen
2020-08-13,BRU,Brussels,15,77,17,9,2,10,11,Brussels
2020-08-13,WHT,Wallonia,14,29,3,3,0,4,2,Hainaut
2020-08-13,VLI,Flanders,7,14,6,3,0,2,0,Limburg
2020-08-13,WLG,Wallonia,12,32,10,6,0,6,2,Liège
2020-08-13,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-13,WNA,Wallonia,6,16,2,0,0,1,1,Namur
2020-08-13,VOV,Flanders,14,21,2,1,0,5,2,OostVlaanderen
2020-08-13,VBR,Flanders,6,11,4,3,1,2,0,VlaamsBrabant
2020-08-13,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-08-13,VWV,Flanders,11,14,0,0,0,2,1,WestVlaanderen
2020-08-14,VAN,Flanders,14,83,33,17,3,7,14,Antwerpen
2020-08-14,BRU,Brussels,15,81,20,12,1,9,8,Brussels
2020-08-14,WHT,Wallonia,14,29,2,2,0,2,0,Hainaut
2020-08-14,VLI,Flanders,7,15,6,3,0,2,1,Limburg
2020-08-14,WLG,Wallonia,12,36,10,7,0,6,2,Liège
2020-08-14,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-14,WNA,Wallonia,6,16,1,0,0,1,1,Namur
2020-08-14,VOV,Flanders,14,19,2,1,0,2,5,OostVlaanderen
2020-08-14,VBR,Flanders,6,12,4,3,1,1,0,VlaamsBrabant
2020-08-14,WBR,Wallonia,2,2,0,0,0,1,0,BrabantWallon
2020-08-14,VWV,Flanders,11,19,2,0,0,2,0,WestVlaanderen
2020-08-15,VAN,Flanders,14,87,32,16,3,17,12,Antwerpen
2020-08-15,BRU,Brussels,15,85,22,13,2,10,9,Brussels
2020-08-15,WHT,Wallonia,14,22,2,1,0,1,6,Hainaut
2020-08-15,VLI,Flanders,7,14,6,3,0,0,1,Limburg
2020-08-15,WLG,Wallonia,12,36,10,7,0,6,3,Liège
2020-08-15,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-15,WNA,Wallonia,6,14,1,0,0,1,3,Namur
2020-08-15,VOV,Flanders,14,19,4,1,0,3,3,OostVlaanderen
2020-08-15,VBR,Flanders,6,10,3,2,0,2,3,VlaamsBrabant
2020-08-15,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-08-15,VWV,Flanders,11,21,2,0,0,3,2,WestVlaanderen
2020-08-16,VAN,Flanders,14,100,36,21,3,8,1,Antwerpen
2020-08-16,BRU,Brussels,15,92,21,12,2,10,3,Brussels
2020-08-16,WHT,Wallonia,14,23,2,1,0,3,2,Hainaut
2020-08-16,VLI,Flanders,7,14,5,3,0,0,1,Limburg
2020-08-16,WLG,Wallonia,12,38,11,7,0,2,1,Liège
2020-08-16,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-16,WNA,Wallonia,6,15,1,0,0,1,0,Namur
2020-08-16,VOV,Flanders,14,23,4,1,0,4,2,OostVlaanderen
2020-08-16,VBR,Flanders,6,11,4,3,0,0,0,VlaamsBrabant
2020-08-16,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
2020-08-16,VWV,Flanders,11,19,2,0,0,1,2,WestVlaanderen
2020-08-17,VAN,Flanders,14,105,36,18,3,12,1,Antwerpen
2020-08-17,BRU,Brussels,15,91,23,13,2,2,4,Brussels
2020-08-17,WHT,Wallonia,14,22,2,1,0,0,1,Hainaut
2020-08-17,VLI,Flanders,7,11,5,2,0,0,2,Limburg
2020-08-17,WLG,Wallonia,12,38,12,7,0,2,0,Liège
2020-08-17,WLX,Wallonia,3,1,0,0,0,1,0,Luxembourg
2020-08-17,WNA,Wallonia,6,15,1,0,0,0,0,Namur
2020-08-17,VOV,Flanders,14,25,6,1,0,3,2,OostVlaanderen
2020-08-17,VBR,Flanders,6,11,4,3,0,0,0,VlaamsBrabant
2020-08-17,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
2020-08-17,VWV,Flanders,11,20,2,0,0,1,0,WestVlaanderen
2020-08-18,VAN,Flanders,14,103,35,20,3,9,14,Antwerpen
2020-08-18,BRU,Brussels,15,99,25,13,2,16,11,Brussels
2020-08-18,WHT,Wallonia,14,18,2,1,0,1,6,Hainaut
2020-08-18,VLI,Flanders,7,11,3,2,0,0,0,Limburg
2020-08-18,WLG,Wallonia,12,38,12,8,0,6,4,Liège
2020-08-18,WLX,Wallonia,3,1,0,0,0,1,0,Luxembourg
2020-08-18,WNA,Wallonia,6,11,1,0,0,0,4,Namur
2020-08-18,VOV,Flanders,14,25,4,1,0,1,4,OostVlaanderen
2020-08-18,VBR,Flanders,6,9,4,2,0,0,2,VlaamsBrabant
2020-08-18,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
2020-08-18,VWV,Flanders,11,19,3,1,0,1,3,WestVlaanderen
2020-08-19,VAN,Flanders,14,100,32,19,4,11,9,Antwerpen
2020-08-19,BRU,Brussels,15,108,27,15,2,16,7,Brussels
2020-08-19,WHT,Wallonia,14,14,1,1,0,2,2,Hainaut
2020-08-19,VLI,Flanders,7,13,3,2,0,1,0,Limburg
2020-08-19,WLG,Wallonia,12,41,12,8,0,5,4,Liège
2020-08-19,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
2020-08-19,WNA,Wallonia,6,9,0,0,0,1,2,Namur
2020-08-19,VOV,Flanders,14,25,2,1,0,3,2,OostVlaanderen
2020-08-19,VBR,Flanders,6,8,4,2,0,0,1,VlaamsBrabant
2020-08-19,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-08-19,VWV,Flanders,11,14,2,0,0,0,4,WestVlaanderen
2020-08-20,VAN,Flanders,14,95,31,20,4,8,9,Antwerpen
2020-08-20,BRU,Brussels,15,102,26,15,2,11,16,Brussels
2020-08-20,WHT,Wallonia,14,10,1,1,0,1,5,Hainaut
2020-08-20,VLI,Flanders,7,11,3,2,0,1,3,Limburg
2020-08-20,WLG,Wallonia,12,34,12,8,0,3,10,Liège
2020-08-20,WLX,Wallonia,3,0,0,0,0,0,1,Luxembourg
2020-08-20,WNA,Wallonia,6,7,1,1,0,0,3,Namur
2020-08-20,VOV,Flanders,14,23,2,1,0,5,6,OostVlaanderen
2020-08-20,VBR,Flanders,6,7,4,2,0,0,1,VlaamsBrabant
2020-08-20,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-08-20,VWV,Flanders,11,13,2,0,0,1,2,WestVlaanderen
2020-08-21,VAN,Flanders,14,99,30,16,3,11,14,Antwerpen
2020-08-21,BRU,Brussels,15,110,30,15,2,10,10,Brussels
2020-08-21,WHT,Wallonia,14,11,1,1,0,2,0,Hainaut
2020-08-21,VLI,Flanders,7,11,3,2,0,1,1,Limburg
2020-08-21,WLG,Wallonia,12,30,11,8,0,1,5,Liège
2020-08-21,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-21,WNA,Wallonia,6,7,1,1,0,0,0,Namur
2020-08-21,VOV,Flanders,14,24,1,1,0,3,3,OostVlaanderen
2020-08-21,VBR,Flanders,6,9,4,2,0,2,0,VlaamsBrabant
2020-08-21,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
2020-08-21,VWV,Flanders,11,12,3,1,0,1,2,WestVlaanderen
2020-08-22,VAN,Flanders,14,85,29,17,3,9,20,Antwerpen
2020-08-22,BRU,Brussels,15,115,28,14,2,4,10,Brussels
2020-08-22,WHT,Wallonia,14,14,2,1,0,4,0,Hainaut
2020-08-22,VLI,Flanders,7,13,3,2,0,1,0,Limburg
2020-08-22,WLG,Wallonia,12,30,11,8,0,2,2,Liège
2020-08-22,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-22,WNA,Wallonia,6,6,2,1,0,0,3,Namur
2020-08-22,VOV,Flanders,14,27,2,1,0,4,3,OostVlaanderen
2020-08-22,VBR,Flanders,6,10,4,2,0,1,0,VlaamsBrabant
2020-08-22,WBR,Wallonia,2,2,0,0,0,1,0,BrabantWallon
2020-08-22,VWV,Flanders,11,8,4,1,1,0,4,WestVlaanderen
2020-08-23,VAN,Flanders,14,86,30,17,3,5,5,Antwerpen
2020-08-23,BRU,Brussels,15,114,28,12,2,5,8,Brussels
2020-08-23,WHT,Wallonia,14,16,2,1,0,2,0,Hainaut
2020-08-23,VLI,Flanders,7,13,3,1,0,0,2,Limburg
2020-08-23,WLG,Wallonia,12,31,11,7,0,2,0,Liège
2020-08-23,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-23,WNA,Wallonia,6,5,2,2,0,0,1,Namur
2020-08-23,VOV,Flanders,14,23,3,1,0,1,4,OostVlaanderen
2020-08-23,VBR,Flanders,6,10,4,2,0,0,0,VlaamsBrabant
2020-08-23,WBR,Wallonia,2,3,0,0,0,0,0,BrabantWallon
2020-08-23,VWV,Flanders,11,11,4,1,1,3,1,WestVlaanderen
2020-08-24,VAN,Flanders,14,87,30,17,3,5,2,Antwerpen
2020-08-24,BRU,Brussels,15,109,29,13,4,3,15,Brussels
2020-08-24,WHT,Wallonia,14,19,2,1,0,3,1,Hainaut
2020-08-24,VLI,Flanders,7,13,3,1,0,0,0,Limburg
2020-08-24,WLG,Wallonia,12,34,11,6,0,3,0,Liège
2020-08-24,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
2020-08-24,WNA,Wallonia,6,5,2,2,0,0,0,Namur
