LOC,DATE,NEW_HOSP(t+1),NEW_HOSP(t+2),NEW_HOSP(t+3),NEW_HOSP(t+4),NEW_HOSP(t+5),NEW_HOSP(t+6),NEW_HOSP(t+7),NEW_HOSP(t+8),NEW_HOSP(t+9),NEW_HOSP(t+10),NEW_HOSP(t+11),NEW_HOSP(t+12),NEW_HOSP(t+13),NEW_HOSP(t+14),NEW_HOSP(t+15),NEW_HOSP(t+16),NEW_HOSP(t+17),NEW_HOSP(t+18),NEW_HOSP(t+19),NEW_HOSP(t+20)
BE,2021-03-22,50.0,58.285714285714285,63.42857142857143,64.0,66.57142857142857,69.42857142857143,66.57142857142857,74.71428571428571,49.0,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427
BE,2021-03-23,58.285714285714285,63.42857142857143,64.0,66.57142857142857,69.42857142857143,66.57142857142857,74.71428571428571,49.0,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858
BE,2021-03-24,63.42857142857143,64.0,66.57142857142857,69.42857142857143,66.57142857142857,74.71428571428571,49.0,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571
BE,2021-03-25,64.0,66.57142857142857,69.42857142857143,66.57142857142857,74.71428571428571,49.0,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0
BE,2021-03-26,66.57142857142857,69.42857142857143,66.57142857142857,74.71428571428571,49.0,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142
BE,2021-03-27,69.42857142857143,66.57142857142857,74.71428571428571,49.0,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714
BE,2021-03-28,66.57142857142857,74.71428571428571,49.0,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857
BE,2021-03-29,74.71428571428571,49.0,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143
BE,2021-03-30,49.0,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143
BE,2021-03-31,32.857142857142854,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286
BE,2021-04-01,33.57142857142857,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142
BE,2021-04-02,42.714285714285715,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715
BE,2021-04-03,32.285714285714285,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0
BE,2021-04-04,24.285714285714285,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0
BE,2021-04-05,13.0,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143
BE,2021-04-06,15.857142857142858,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427
BE,2021-04-07,23.142857142857142,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715
BE,2021-04-08,22.857142857142858,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146
BE,2021-04-09,-5.285714285714286,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857
BE,2021-04-10,-16.428571428571427,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285
BE,2021-04-11,-13.857142857142858,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146
BE,2021-04-12,-14.571428571428571,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854
BE,2021-04-13,-16.0,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143
BE,2021-04-14,-12.142857142857142,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146
BE,2021-04-15,-10.714285714285714,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854
BE,2021-04-16,-3.857142857142857,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854,-68.0
BE,2021-04-17,4.142857142857143,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854,-68.0,-72.42857142857143
BE,2021-04-18,-6.142857142857143,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854,-68.0,-72.42857142857143,-71.0
BE,2021-04-19,-10.285714285714286,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854,-68.0,-72.42857142857143,-71.0,-65.14285714285714
BE,2021-04-20,-9.142857142857142,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854,-68.0,-72.42857142857143,-71.0,-65.14285714285714,-70.0
BE,2021-04-21,-16.714285714285715,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854,-68.0,-72.42857142857143,-71.0,-65.14285714285714,-70.0,-55.57142857142857
BE,2021-04-22,-27.0,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854,-68.0,-72.42857142857143,-71.0,-65.14285714285714,-70.0,-55.57142857142857,-51.714285714285715
BE,2021-04-23,-35.0,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854,-68.0,-72.42857142857143,-71.0,-65.14285714285714,-70.0,-55.57142857142857,-51.714285714285715,-52.714285714285715
BE,2021-04-24,-38.42857142857143,-30.428571428571427,-33.714285714285715,-36.142857142857146,-33.57142857142857,-27.285714285714285,-36.142857142857146,-46.857142857142854,-53.42857142857143,-57.142857142857146,-60.857142857142854,-68.0,-72.42857142857143,-71.0,-65.14285714285714,-70.0,-55.57142857142857,-51.714285714285715,-52.714285714285715,-56.57142857142857
